time,agent_id,phase,decision_type,selected_tactic,selected_maneuver,reason
0.2,A0100,NLT_MELD,TACTIC,PINCER_ATTACK,None,"Threat:ADVANTAGE, Intent:ATTACK_TYPE"
43.0,A0100,MELD_MTR,TACTIC,HIGH_LOW_ATTACK,None,Adjusted from PINCER_ATTACK
234.20000000000002,A0100,MELD_MTR,TACTIC,SIDE_BY_SIDE,None,Adjusted from HIGH_LOW_ATTACK
