time,missile_id,launcher_id,target_id,x,y,z,speed,distance_to_target,guidance_mode
92.0,A1001,A0100,B0200,-39638.53402585479,-739.4032456664767,6944.4997052535855,575.9937580320012,74752.52706054568,MID_COURSE
94.0,A1001,A0100,B0200,-38421.21138510831,-468.9849553851747,6483.805874790472,755.4597840974634,73050.18251320063,MID_COURSE
96.0,A1001,A0100,B0200,-36847.53579267548,-155.46378333626353,5952.3847578286895,936.4713066990323,70995.75000076278,MID_COURSE
98.0,A1001,A0100,B0200,-34916.11084209894,196.11720848094095,5357.532144392046,1115.75551057038,68595.33687541338,MID_COURSE
100.0,A1001,A0100,B0200,-32847.239769821164,540.028020175249,4763.820385278686,1063.707404948827,66069.5051847342,MID_COURSE
102.0,A1001,A0100,B0200,-30862.01009222023,834.8665408872013,4229.0051905536575,1013.3025410075553,63620.24615718657,MID_COURSE
104.0,A1001,A0100,B0200,-28959.231056552617,1083.4885917308238,3748.468003061594,964.8646457458187,61230.636837434766,MID_COURSE
106.0,A1001,A0100,B0200,-27137.180774398505,1287.9203234028387,3318.0875769815525,918.4692787120255,58899.18922019046,MID_COURSE
108.0,A1001,A0100,B0200,-25393.56730078409,1450.3323943341097,2934.0565573354556,874.378426727933,56623.25685415589,MID_COURSE
110.0,A1001,A0100,B0200,-23725.62332543099,1573.084043711568,2592.454199703773,832.7075404410845,54399.81237383884,MID_COURSE
112.0,A1001,A0100,B0200,-22130.251781067902,1658.6778258853437,2289.4247549740267,793.5783741399345,52224.82586864456,MID_COURSE
114.0,A1001,A0100,B0200,-20603.55263975512,1711.8314258011949,2022.2655444225693,757.6191975003198,50078.136499533604,MID_COURSE
116.0,A1001,A0100,B0200,-19140.10448661713,1744.940571308943,1792.6143344436612,724.1144368099466,47983.328327126714,MID_COURSE
118.0,A1001,A0100,B0200,-17736.866723876934,1763.1273229609112,1601.1065223945218,692.3044181420225,45960.27800218988,MID_COURSE
120.0,A1001,A0100,B0200,-16391.237786635687,1767.4174749524552,1445.7218519177125,662.3626241931785,44007.8161608974,MID_COURSE
122.0,A1001,A0100,B0200,-15100.483941396207,1758.7310654338373,1323.8346248930454,634.2717602633771,42121.40506268458,MID_COURSE
124.0,A1001,A0100,B0200,-13861.91903374235,1738.0352573390394,1232.874314445007,607.9147401903948,40296.08785113474,MID_COURSE
126.0,A1001,A0100,B0200,-12673.07875593742,1708.0389310377088,1171.427600830688,583.1084311757222,38536.5501459774,MID_COURSE
128.0,A1001,A0100,B0200,-11530.856573055355,1684.7498436962646,1136.2638468521502,559.6855930476455,36886.65192278163,MID_COURSE
130.0,A1001,A0100,B0200,-10434.575075781331,1684.042112943848,1122.0337672404876,536.7584591245445,35344.19617472211,MID_COURSE
132.0,A1001,A0100,B0200,-9383.040890315315,1707.4761441046815,1127.1055798776686,515.1400417600257,33856.6906597642,MID_COURSE
134.0,A1001,A0100,B0200,-8374.482844685825,1753.8030786948473,1149.9013259583671,494.8126296037769,32420.598019086727,MID_COURSE
136.0,A1001,A0100,B0200,-7407.177909659403,1821.849149714346,1188.4518945790367,475.69884625502965,31032.849659716492,MID_COURSE
138.0,A1001,A0100,B0200,-6479.614939015733,1910.4285584416862,1241.261737018933,457.68775584912606,29673.7107969341,MID_COURSE
140.0,A1001,A0100,B0200,-5587.813624676394,2009.350457175809,1308.0533103193125,442.16626363624283,28265.553393762628,MID_COURSE
142.0,A1001,A0100,B0200,-4727.823157112641,2087.9013980161712,1385.9325820402792,424.1309332374588,26882.3024338276,MID_COURSE
144.0,A1001,A0100,B0200,-3904.717486753039,2115.348418146025,1472.8839649238625,404.3188449208384,25585.522215067667,MID_COURSE
146.0,A1001,A0100,B0200,-3120.997872914781,2090.352689518961,1570.0011554058074,385.913857188406,24300.808794300545,MID_COURSE
148.0,A1001,A0100,B0200,-2377.9083178830365,2015.7314412485957,1675.0692892184322,368.42490317934454,23053.952859217803,MID_COURSE
150.0,A1001,A0100,B0200,-1677.2264682986433,1894.7903522208812,1788.4563965113807,351.70764335085084,21848.459609244765,MID_COURSE
152.0,A1001,A0100,B0200,-1022.3294452645014,1727.5591267125483,1909.0835058870884,335.07444797333216,20745.240095640853,MID_COURSE
154.0,A1001,A0100,B0200,-416.1779112952334,1514.7651248414109,2032.3666869316223,319.3251591705103,19681.549977781087,MID_COURSE
156.0,A1001,A0100,B0200,140.1864551961795,1261.2442056380091,2155.4681221764768,304.5804420595641,18661.839911346036,MID_COURSE
158.0,A1001,A0100,B0200,646.0219260421335,972.8807551443996,2278.3829384692704,290.73911975182205,17698.89708242124,MID_COURSE
160.0,A1001,A0100,B0200,1104.1681878859777,656.9923679302386,2396.5896637401215,278.60585950562137,16936.79897913055,MID_COURSE
162.0,A1001,A0100,B0200,1527.6484071261873,326.95932942895763,2502.345831857706,268.9738656803331,16446.35053774416,MID_COURSE
164.0,A1001,A0100,B0200,1932.6642332926224,-2.205102330705067,2594.755368538307,261.1919237528087,16207.402540719186,MID_COURSE
166.0,A1001,A0100,B0200,2328.8126136029473,-321.49005274333706,2677.830057993668,254.33533295455413,16038.752015085496,MID_COURSE
168.0,A1001,A0100,B0200,2715.385851593207,-633.1769138635314,2752.3743007443236,247.83228250216177,15880.098394599867,MID_COURSE
170.0,A1001,A0100,B0200,3091.7938586520063,-939.2379701784774,2818.593943691798,241.86512141323553,15745.700954187945,MID_COURSE
172.0,A1001,A0100,B0200,3458.094231267088,-1240.6062079304684,2879.128078964467,236.32625916312432,15628.154535714684,MID_COURSE
174.0,A1001,A0100,B0200,3814.2843624761217,-1538.0339321968206,2934.903476182574,231.06786804034422,15525.996984906242,MID_COURSE
176.0,A1001,A0100,B0200,4158.065493481876,-1833.9452813880287,2988.2290132928356,225.41146859154804,15339.513116229238,MID_COURSE
178.0,A1001,A0100,B0200,4477.513436098221,-2138.3701575143386,3039.4574854312277,218.72571122676112,14937.195395894305,MID_COURSE
180.0,A1001,A0100,B0200,4759.290616887331,-2459.5722619287526,3088.2848413528554,211.39459122586476,14322.334729920376,MID_COURSE
182.0,A1001,A0100,B0200,4992.581642797463,-2799.0975840512438,3138.1285363949505,203.72708410292697,13556.7624460768,MID_COURSE
