time,missile_id,launcher_id,target_id,x,y,z,speed,distance_to_target,guidance_mode
88.0,A1001,A0100,B0100,-39610.60581585423,-623.9682676229663,5830.537974327669,449.57651464331633,77411.20475654544,MID_COURSE
90.0,A1001,A0100,B0100,-38736.704887774074,-19.915257424737952,5760.014857203057,617.5063783129654,75886.51336183902,MID_COURSE
92.0,A1001,A0100,B0100,-37533.867059811244,700.2701051420411,5675.480250580849,789.0995017855214,74045.63989738976,MID_COURSE
94.0,A1001,A0100,B0100,-35994.745295336324,1527.6214911484765,5577.0373413694,962.8403549078251,71883.06804236115,MID_COURSE
96.0,A1001,A0100,B0100,-34133.71508607178,2447.1381992467523,5466.01782357913,1070.2382068374945,69430.44647597201,MID_COURSE
98.0,A1001,A0100,B0100,-32241.668252261406,3339.598600286747,5358.644721024768,1024.7004789109324,66951.68469633794,MID_COURSE
100.0,A1001,A0100,B0100,-30416.72860378494,4168.8853780850295,5259.116231091315,982.4975320220074,64546.27037016444,MID_COURSE
102.0,A1001,A0100,B0100,-28654.625736226382,4940.123347533019,5166.728566804709,943.3882456486145,62208.78358259615,MID_COURSE
104.0,A1001,A0100,B0100,-26951.46099047114,5657.977509099936,5081.354563686947,906.8141205301199,59921.121414925496,MID_COURSE
106.0,A1001,A0100,B0100,-25303.801713889952,6320.343418546375,5003.539994005207,870.3048351116446,57627.3835594691,MID_COURSE
108.0,A1001,A0100,B0100,-23708.92694747397,6915.39039140278,4932.1869647036965,833.1368635299947,55412.54772672104,MID_COURSE
110.0,A1001,A0100,B0100,-22164.987619571202,7431.735687158044,4866.543244442741,796.1351121923547,53377.32137928675,MID_COURSE
112.0,A1001,A0100,B0100,-20670.659810914432,7866.131661746973,4807.531515588053,761.4416943687763,51433.35853001776,MID_COURSE
114.0,A1001,A0100,B0100,-19224.598599100882,8223.260058635164,4754.004302676097,729.2614922037671,49546.11967910524,MID_COURSE
116.0,A1001,A0100,B0100,-17825.647394061936,8507.585466557379,4704.719715775874,699.3598893553209,47714.67429198157,MID_COURSE
118.0,A1001,A0100,B0100,-16472.803015018886,8723.42321800822,4659.570005209391,671.541355828749,45936.17890819288,MID_COURSE
120.0,A1001,A0100,B0100,-15165.20347210773,8874.929306140762,4618.46925657233,645.639037781208,44210.01426385705,MID_COURSE
122.0,A1001,A0100,B0100,-13902.102963920746,8966.079081438878,4580.846084830238,621.4805370553531,42531.46742158852,MID_COURSE
124.0,A1001,A0100,B0100,-12682.836313039053,9000.621323707677,4546.585288280798,598.9253961556576,40900.8529767299,MID_COURSE
126.0,A1001,A0100,B0100,-11506.750508903935,8982.325193632903,4515.830800576587,577.8668534107599,39317.2963159354,MID_COURSE
128.0,A1001,A0100,B0100,-10373.174367592272,8914.945021421487,4488.264712782298,558.1900308568461,37781.64370963072,MID_COURSE
130.0,A1001,A0100,B0100,-9281.09114773825,8802.965242027461,4465.330329463229,540.185749203083,36256.16123841029,MID_COURSE
132.0,A1001,A0100,B0100,-8226.057596547598,8658.472676545569,4445.136114555944,525.5703231261418,34657.31466554846,MID_COURSE
134.0,A1001,A0100,B0100,-7197.514750541726,8507.245629056648,4423.9797208142945,513.9015653086552,33070.832135338525,MID_COURSE
136.0,A1001,A0100,B0100,-6191.250797556373,8375.032363126391,4403.065549692229,501.2006875507106,31549.560554571046,MID_COURSE
