time,agent_id,threat_level,distance_threat,angle_threat,altitude_threat,speed_threat,total_threat
2.0,A0100,0.5030837671582219,0.0,0.0,0.0,0.0,0.5030837671582219
2.0,A0200,0.4976616049415967,0.0,0.0,0.0,0.0,0.4976616049415967
4.0,A0100,0.5100376715073979,0.0,0.0,0.0,0.0,0.5100376715073979
4.0,A0200,0.5002536240523201,0.0,0.0,0.0,0.0,0.5002536240523201
6.0,A0100,0.5127001717512972,0.0,0.0,0.0,0.0,0.5127001717512972
6.0,A0200,0.4984876152436808,0.0,0.0,0.0,0.0,0.4984876152436808
8.0,A0100,0.5199198282952783,0.0,0.0,0.0,0.0,0.5199198282952783
8.0,A0200,0.500622767307135,0.0,0.0,0.0,0.0,0.500622767307135
10.0,A0100,0.5230241404922028,0.0,0.0,0.0,0.0,0.5230241404922028
10.0,A0200,0.4994306472237091,0.0,0.0,0.0,0.0,0.4994306472237091
12.0,A0100,0.5266563163875891,0.0,0.0,0.0,0.0,0.5266563163875891
12.0,A0200,0.49746732710242514,0.0,0.0,0.0,0.0,0.49746732710242514
14.0,A0100,0.5318488675439326,0.0,0.0,0.0,0.0,0.5318488675439326
14.0,A0200,0.4964500950080172,0.0,0.0,0.0,0.0,0.4964500950080172
16.0,A0100,0.535893079139917,0.0,0.0,0.0,0.0,0.535893079139917
16.0,A0200,0.4952519113809741,0.0,0.0,0.0,0.0,0.4952519113809741
18.0,A0100,0.5395016544355401,0.0,0.0,0.0,0.0,0.5395016544355401
18.0,A0200,0.49227630725368854,0.0,0.0,0.0,0.0,0.49227630725368854
20.0,A0100,0.5439518125570036,0.0,0.0,0.0,0.0,0.5439518125570036
20.0,A0200,0.4915313459278451,0.0,0.0,0.0,0.0,0.4915313459278451
22.0,A0100,0.546651190565027,0.0,0.0,0.0,0.0,0.546651190565027
22.0,A0200,0.49173527166345277,0.0,0.0,0.0,0.0,0.49173527166345277
24.0,A0100,0.5507033176380394,0.0,0.0,0.0,0.0,0.5507033176380394
24.0,A0200,0.4945698814511195,0.0,0.0,0.0,0.0,0.4945698814511195
26.0,A0100,0.5537581234901622,0.0,0.0,0.0,0.0,0.5537581234901622
26.0,A0200,0.4946526248478267,0.0,0.0,0.0,0.0,0.4946526248478267
28.0,A0100,0.5570949693179715,0.0,0.0,0.0,0.0,0.5570949693179715
28.0,A0200,0.49468615547806155,0.0,0.0,0.0,0.0,0.49468615547806155
30.0,A0100,0.5609225138421459,0.0,0.0,0.0,0.0,0.5609225138421459
30.0,A0200,0.49261268367456723,0.0,0.0,0.0,0.0,0.49261268367456723
32.0,A0100,0.562860315901381,0.0,0.0,0.0,0.0,0.562860315901381
32.0,A0200,0.49253309032432446,0.0,0.0,0.0,0.0,0.49253309032432446
34.0,A0100,0.5664687480134856,0.0,0.0,0.0,0.0,0.5664687480134856
34.0,A0200,0.4869086718020207,0.0,0.0,0.0,0.0,0.4869086718020207
36.0,A0100,0.5686464401082859,0.0,0.0,0.0,0.0,0.5686464401082859
36.0,A0200,0.4819346640095103,0.0,0.0,0.0,0.0,0.4819346640095103
38.0,A0100,0.5637914456824394,0.0,0.0,0.0,0.0,0.5637914456824394
38.0,A0200,0.48426172697090514,0.0,0.0,0.0,0.0,0.48426172697090514
40.0,A0100,0.5190234907996861,0.0,0.0,0.0,0.0,0.5190234907996861
40.0,A0200,0.4828280674217873,0.0,0.0,0.0,0.0,0.4828280674217873
42.0,A0100,0.5180994627348497,0.0,0.0,0.0,0.0,0.5180994627348497
42.0,A0200,0.4830692671114544,0.0,0.0,0.0,0.0,0.4830692671114544
44.0,A0100,0.5184053542760636,0.0,0.0,0.0,0.0,0.5184053542760636
44.0,A0200,0.49377750174329066,0.0,0.0,0.0,0.0,0.49377750174329066
46.0,A0100,0.5217175329306185,0.0,0.0,0.0,0.0,0.5217175329306185
46.0,A0200,0.5080042912870548,0.0,0.0,0.0,0.0,0.5080042912870548
48.0,A0100,0.5239754163006242,0.0,0.0,0.0,0.0,0.5239754163006242
48.0,A0200,0.5506095294621487,0.0,0.0,0.0,0.0,0.5506095294621487
50.0,A0100,0.526951842367932,0.0,0.0,0.0,0.0,0.526951842367932
50.0,A0200,0.5955458536786703,0.0,0.0,0.0,0.0,0.5955458536786703
52.0,A0100,0.5296440739296362,0.0,0.0,0.0,0.0,0.5296440739296362
52.0,A0200,0.6158251850688672,0.0,0.0,0.0,0.0,0.6158251850688672
54.0,A0100,0.5334665920008913,0.0,0.0,0.0,0.0,0.5334665920008913
54.0,A0200,0.6174233958671997,0.0,0.0,0.0,0.0,0.6174233958671997
56.0,A0100,0.5320997438793008,0.0,0.0,0.0,0.0,0.5320997438793008
56.0,A0200,0.6146984274080625,0.0,0.0,0.0,0.0,0.6146984274080625
58.0,A0100,0.5363830983936346,0.0,0.0,0.0,0.0,0.5363830983936346
58.0,A0200,0.626203489230885,0.0,0.0,0.0,0.0,0.626203489230885
60.0,A0100,0.535625647864943,0.0,0.0,0.0,0.0,0.535625647864943
60.0,A0200,0.6010391574520877,0.0,0.0,0.0,0.0,0.6010391574520877
62.0,A0100,0.5391782192894403,0.0,0.0,0.0,0.0,0.5391782192894403
62.0,A0200,0.6156275500848418,0.0,0.0,0.0,0.0,0.6156275500848418
64.0,A0100,0.541800379626084,0.0,0.0,0.0,0.0,0.541800379626084
64.0,A0200,0.6058560115589171,0.0,0.0,0.0,0.0,0.6058560115589171
66.0,A0100,0.5476121657065137,0.0,0.0,0.0,0.0,0.5476121657065137
66.0,A0200,0.6132562858549111,0.0,0.0,0.0,0.0,0.6132562858549111
