time,agent_id,mode,target_id,distance,lock_quality,snr
2.0,A0100,SEARCH,B0100,119364.70785232825,0.0,10.0
2.0,A0200,SEARCH,B0200,119376.28446872403,0.0,10.0
2.0,B0100,SEARCH,A0100,119364.70785232825,0.0,10.0
2.0,B0200,SEARCH,A0200,119376.28446872403,0.0,10.0
4.0,A0100,SEARCH,B0100,118305.38215061965,0.0,10.0
4.0,A0200,SEARCH,B0200,118280.05417905383,0.0,10.0
4.0,B0100,SEARCH,A0100,118305.38215061965,0.0,10.0
4.0,B0200,SEARCH,A0200,118280.05417905383,0.0,10.0
6.0,A0100,SEARCH,B0100,117253.8200017542,0.0,10.0
6.0,A0200,SEARCH,B0200,117163.32524539524,0.0,10.0
6.0,B0100,SEARCH,A0100,117253.8200017542,0.0,10.0
6.0,B0200,SEARCH,A0200,117163.32524539524,0.0,10.0
8.0,A0100,SEARCH,B0100,116209.66308223731,0.0,10.0
8.0,A0200,SEARCH,B0200,116022.97077574539,0.0,10.0
8.0,B0100,SEARCH,A0100,116209.66308223731,0.0,10.0
8.0,B0200,SEARCH,A0200,116022.97077574539,0.0,10.0
10.0,A0100,SEARCH,B0100,115173.54880275656,0.0,10.0
10.0,A0200,SEARCH,B0200,114869.7230397222,0.0,10.0
10.0,B0100,SEARCH,A0100,115173.54880275656,0.0,10.0
10.0,B0200,SEARCH,A0200,114869.7230397222,0.0,10.0
12.0,A0100,SEARCH,B0100,114144.14734705452,0.0,10.0
12.0,A0200,SEARCH,B0200,113711.31509882849,0.0,10.0
12.0,B0100,SEARCH,A0100,114144.14734705452,0.0,10.0
12.0,B0200,SEARCH,A0200,113711.31509882849,0.0,10.0
14.0,A0100,SEARCH,B0100,113124.00067402492,0.0,10.0
14.0,A0200,SEARCH,B0200,112547.30612730264,0.0,10.0
14.0,B0100,SEARCH,A0100,113124.00067402492,0.0,10.0
14.0,B0200,SEARCH,A0200,112547.30612730264,0.0,10.0
16.0,A0100,SEARCH,B0100,112113.72248241141,0.0,10.0
16.0,A0200,SEARCH,B0200,111378.11262317694,0.0,10.0
16.0,B0100,SEARCH,A0100,112113.72248241141,0.0,10.0
16.0,B0200,SEARCH,A0200,111378.11262317694,0.0,10.0
18.0,A0100,SEARCH,B0100,111116.29427423091,0.0,10.0
18.0,A0200,SEARCH,B0200,110204.04495614869,0.0,10.0
18.0,B0100,SEARCH,A0100,111116.29427423091,0.0,10.0
18.0,B0200,SEARCH,A0200,110204.04495614869,0.0,10.0
20.0,A0100,SEARCH,B0100,110128.59672616792,0.0,10.0
20.0,A0200,SEARCH,B0200,109026.06887116337,0.0,10.0
20.0,B0100,SEARCH,A0100,110128.59672616792,0.0,10.0
20.0,B0200,SEARCH,A0200,109026.06887116337,0.0,10.0
22.0,A0100,SEARCH,B0100,109147.75486691366,0.0,10.0
22.0,A0200,SEARCH,B0200,107846.81527341327,0.0,10.0
22.0,B0100,SEARCH,A0100,109147.75486691366,0.0,10.0
22.0,B0200,SEARCH,A0200,107846.81527341327,0.0,10.0
24.0,A0100,SEARCH,B0100,108172.7744201114,0.0,10.0
24.0,A0200,SEARCH,B0200,106665.24658159654,0.0,10.0
24.0,B0100,SEARCH,A0100,108172.7744201114,0.0,10.0
24.0,B0200,SEARCH,A0200,106665.24658159654,0.0,10.0
26.0,A0100,SEARCH,B0100,107204.3363703382,0.0,10.0
26.0,A0200,SEARCH,B0200,105482.42403169854,0.0,10.0
26.0,B0100,SEARCH,A0100,107204.3363703382,0.0,10.0
26.0,B0200,SEARCH,A0200,105482.42403169854,0.0,10.0
28.0,A0100,SEARCH,B0100,106243.60844586944,0.0,10.0
28.0,A0200,SEARCH,B0200,104299.49312161595,0.0,10.0
28.0,B0100,SEARCH,A0100,106243.60844586944,0.0,10.0
28.0,B0200,SEARCH,A0200,104299.49312161595,0.0,10.0
30.0,A0100,SEARCH,B0100,105288.59787672623,0.0,10.0
30.0,A0200,SEARCH,B0200,103113.79099575641,0.0,10.0
30.0,B0100,SEARCH,A0100,105288.59787672623,0.0,10.0
30.0,B0200,SEARCH,A0200,103113.79099575641,0.0,10.0
32.0,A0100,SEARCH,B0100,104338.91768906194,0.0,10.0
32.0,A0200,SEARCH,B0200,101928.76405650594,0.0,10.0
32.0,B0100,SEARCH,A0100,104338.91768906194,0.0,10.0
32.0,B0200,SEARCH,A0200,101928.76405650594,0.0,10.0
34.0,A0100,SEARCH,B0100,103395.21702483777,0.0,10.0
34.0,A0200,SEARCH,B0200,100746.09802951962,0.0,10.0
34.0,B0100,SEARCH,A0100,103395.21702483777,0.0,10.0
34.0,B0200,SEARCH,A0200,100746.09802951962,0.0,10.0
36.0,A0100,SEARCH,B0100,102455.46604958475,0.0,10.0
36.0,A0200,TRACK,B0200,99565.34255773199,0.6,15.0
36.0,B0100,SEARCH,A0100,102455.46604958475,0.0,10.0
36.0,B0200,TRACK,A0200,99565.34255773199,0.6,15.0
38.0,A0100,SEARCH,B0100,101520.9334014499,0.0,10.0
38.0,A0200,TRACK,B0200,98387.12552881766,0.6,15.0
38.0,B0100,SEARCH,A0100,101520.9334014499,0.0,10.0
38.0,B0200,TRACK,A0200,98387.12552881766,0.6,15.0
