time,agent_id,phase,decision_type,selected_tactic,selected_maneuver,reason
0.2,A0100,NLT_MELD,TACTIC,PINCER_ATTACK,None,"Threat:ADVANTAGE, Intent:ATTACK_TYPE"
38.6,A0100,MELD_MTR,TACTIC,HIGH_LOW_ATTACK,None,Adjusted from PINCER_ATTACK
173.0,A0100,MELD_MTR,TACTIC,PINCER_ATTACK,None,Adjusted from HIGH_LOW_ATTACK
244.60000000000002,A0100,MELD_MTR,TACTIC,SEQUENTIAL_ATTACK,None,Adjusted from PINCER_ATTACK
314.6,A0100,NLT_MELD,TACTIC,DRAG_SHOOT,None,"Threat:DISADVANTAGE, Intent:ATTACK_TYPE"
