time,agent_id,phase,decision_type,selected_tactic,selected_maneuver,reason
0.2,A0100,NLT_MELD,TACTIC,PINCER_ATTACK,None,"Threat:ADVANTAGE, Intent:ATTACK_TYPE"
39.2,A0100,MELD_MTR,TACTIC,HIGH_LOW_ATTACK,None,Adjusted from PINCER_ATTACK
43.800000000000004,A0100,NLT_MELD,TACTIC,SEQUENTIAL_ATTACK,None,"Threat:DISADVANTAGE, Intent:ESCAPE_TYPE"
