time,agent_id,x,y,z,vx,vy,vz,heading,pitch,roll
2.0,A0100,-59729.443008649716,0.8552304470613308,5821.410726098653,248.9756872742997,1.028507597330661,5.866386761148064,0.6112277546552118,3.5689961641647043,2.6335354273635603
2.0,A0200,-59751.516495542404,4435.4680236187705,5857.030066978947,214.28161506743504,-51.728444884197465,45.15743456968837,337.9583055650361,19.876019453880865,-93.74662758374646
2.0,B0100,59744.62188575392,-1.1838378165011818,5818.338662451708,-238.0002585886875,-0.9607670292064496,-3.4254133664150617,180.06502175005448,0.13459438308302693,1.0324662921289038
2.0,B0200,59744.66275951483,539.1179176892983,5818.31557484495,-238.00025858868824,-0.9607670292067096,-3.4254133664152047,180.06502175005454,0.13459438308277968,1.032466292129233
4.0,A0100,-59226.579370401225,0.43177111463955953,5848.795928655196,255.10556373112323,-0.7522571641037253,15.271161010630523,0.46952127383253495,5.584563612097044,-8.26106179925198
4.0,A0200,-59362.39493801723,4256.891960337169,5911.231483626598,168.45724494225863,-125.76605099313471,6.998044115482683,310.43777354819787,1.4328372074046292,-99.42926525847317
4.0,B0100,59272.59630398947,-3.192745743162959,5822.9574805193115,-236.09567924086267,-1.001216325631591,-1.7390340855900297,179.7085574212334,2.5536997558631183,3.2809588373495195
4.0,B0200,59272.636877946614,537.181137954849,5822.934562257171,-236.0956792408631,-1.001216325631993,-1.7390340855904325,179.70855742123345,2.553699755863013,3.2809588373495124
6.0,A0100,-58709.60894458386,-1.675026045730192,5891.941258740142,262.0452452044511,-1.6282888088813634,22.99876303359919,0.11410985898253855,6.964699724577416,-5.522934187275457
6.0,A0200,-59092.41398018769,3953.034005550926,5912.08050284503,95.86374210916134,-174.02031715439762,-6.060009969090523,286.4597088632913,1.158119554397615,-87.28785871864648
6.0,B0100,58800.85342348508,-6.431701105237153,5829.689115361645,-236.33793886159202,-1.8192562224063347,0.9621672092135184,179.92353300256443,3.493360711165236,2.81910320625162
6.0,B0200,58800.89351072439,534.0144492049112,5829.666472023902,-236.33793886159222,-1.8192562224067172,0.9621672092140057,179.9235330025645,3.493360711165247,2.8191032062525787
8.0,A0100,-58179.953403211104,-6.0997146450099535,5948.942899378009,268.1843633913263,-2.6642056640252303,28.014306517312978,359.99945512342236,7.3854843178795555,-6.017176362305106
8.0,A0200,-58977.89788899884,3585.648180573782,5898.766497621251,17.33151167134724,-187.97459689725798,-7.10417975027791,262.8845137224657,2.3770263108502996,-73.49458249711502
8.0,B0100,58328.665938065256,-9.449688861925097,5831.48224841417,-235.82044488455765,-1.3523988023137232,0.0590909460121248,179.37921427602808,-1.2139722810388358,5.29816965016005
8.0,B0200,58328.70557213682,531.0683717097709,5831.459861047842,-235.82044488455765,-1.352398802314227,0.059090946013472964,179.37921427602814,-1.2139722810387916,5.298169650160922
10.0,A0100,-57638.726817460585,-12.487548429235176,6015.381321183206,273.37490185452685,-3.8249028114270405,33.84811821864033,359.7051614774467,8.464383093303514,-6.9168720193772755
10.0,A0200,-59020.48458579113,3222.7287791236013,5884.844030202279,-55.74206525024569,-170.86473823183616,-6.104422762954896,239.3695301446701,3.4774677775344927,-71.32723211748683
10.0,B0100,57858.115891100155,-11.517415980961232,5835.469305282899,-235.51590892738756,-0.35186595831960504,-2.597992237525732,179.33218788208185,3.1663493851926425,1.9923729065927025
10.0,B0200,57858.15521640729,529.0724943236528,5835.44709232264,-235.51590892738744,-0.35186595832024725,-2.5979922375254376,179.33218788208202,3.166349385192646,1.9923729065936118
12.0,A0100,-57088.581264041735,-21.943008597438165,6094.0827968698395,277.89090705449166,-5.4854446170383016,37.010062785165225,0.06962010477574596,7.554829749235605,-4.405726232838525
12.0,A0200,-59195.747274651934,2922.9909800747555,5874.65376511692,-115.11615535108034,-126.99614648535443,-4.953299674322304,215.83274744520713,3.589656076041024,-80.3828015495645
12.0,B0100,57388.288732985,-11.735111566842534,5839.519565943581,-234.13661737270527,-0.09846968088913621,5.493184207686561,178.8707186633537,3.3504016317016925,5.480351595548298
12.0,B0200,57388.32803066158,528.9265440120216,5839.497368590481,-234.13661737270488,-0.09846968088996244,5.493184207685513,178.87071866335387,3.350401631701605,5.4803515955497994
14.0,A0100,-56528.68790844755,-33.355387285701,6173.622375294086,282.5006455888323,-6.56725387234017,37.87255987513932,359.9562502175315,8.02029816026434,-19.05762608713717
14.0,A0200,-59459.83386496614,2696.438121750067,5866.4157969845,-145.9496356600403,-102.24662117083635,-2.2517498935623546,212.17389404996234,4.2794323875271765,-66.60341473693568
14.0,B0100,56921.2179329222,-10.617119690232357,5842.995284439752,-233.05542850833953,0.4435440007084154,1.1905683190919778,178.91590314274072,-1.234821627742688,5.132050598542096
14.0,B0200,56921.25740590597,530.1158129543765,5842.9729880630475,-233.05542850833945,0.4435440007067165,1.1905683190896508,178.91590314274103,-1.2348216277426658,5.13205059854415
16.0,A0100,-55958.168996666296,-46.028675962181296,6249.475855228557,287.915071768051,-6.815029237704643,34.52190527589697,359.95436257535806,7.1222833198839846,-20.279187561661427
