time,agent_id,threat_level,distance_threat,angle_threat,altitude_threat,speed_threat,total_threat
2.0,A0100,0.49595723878556597,0.0,0.0,0.0,0.0,0.49595723878556597
2.0,A0200,0.4936146392203119,0.0,0.0,0.0,0.0,0.4936146392203119
4.0,A0100,0.49204639216618584,0.0,0.0,0.0,0.0,0.49204639216618584
4.0,A0200,0.48847487380560983,0.0,0.0,0.0,0.0,0.48847487380560983
6.0,A0100,0.4891066227896609,0.0,0.0,0.0,0.0,0.4891066227896609
6.0,A0200,0.4844462472317717,0.0,0.0,0.0,0.0,0.4844462472317717
8.0,A0100,0.48422008125984234,0.0,0.0,0.0,0.0,0.48422008125984234
8.0,A0200,0.4809087419355508,0.0,0.0,0.0,0.0,0.4809087419355508
10.0,A0100,0.4796622335732506,0.0,0.0,0.0,0.0,0.4796622335732506
10.0,A0200,0.477787615904868,0.0,0.0,0.0,0.0,0.477787615904868
12.0,A0100,0.4828207700225647,0.0,0.0,0.0,0.0,0.4828207700225647
12.0,A0200,0.4737658438209927,0.0,0.0,0.0,0.0,0.4737658438209927
14.0,A0100,0.4881721582299071,0.0,0.0,0.0,0.0,0.4881721582299071
14.0,A0200,0.47151513977366144,0.0,0.0,0.0,0.0,0.47151513977366144
16.0,A0100,0.49363107513874616,0.0,0.0,0.0,0.0,0.49363107513874616
16.0,A0200,0.4701007694256324,0.0,0.0,0.0,0.0,0.4701007694256324
18.0,A0100,0.4987810401931832,0.0,0.0,0.0,0.0,0.4987810401931832
18.0,A0200,0.46864714781134165,0.0,0.0,0.0,0.0,0.46864714781134165
20.0,A0100,0.5018871762101669,0.0,0.0,0.0,0.0,0.5018871762101669
20.0,A0200,0.46678852862356085,0.0,0.0,0.0,0.0,0.46678852862356085
22.0,A0100,0.5072268000344946,0.0,0.0,0.0,0.0,0.5072268000344946
22.0,A0200,0.4657575599507466,0.0,0.0,0.0,0.0,0.4657575599507466
24.0,A0100,0.511596098018637,0.0,0.0,0.0,0.0,0.511596098018637
