time,agent_id,threat_level,distance_threat,angle_threat,altitude_threat,speed_threat,total_threat
2.0,A0100,0.5018220865412997,0.0,0.0,0.0,0.0,0.5018220865412997
2.0,A0200,0.49323791239754733,0.0,0.0,0.0,0.0,0.49323791239754733
4.0,A0100,0.5049918050638661,0.0,0.0,0.0,0.0,0.5049918050638661
4.0,A0200,0.48809657599404044,0.0,0.0,0.0,0.0,0.48809657599404044
6.0,A0100,0.5088933120330082,0.0,0.0,0.0,0.0,0.5088933120330082
6.0,A0200,0.4840679475838289,0.0,0.0,0.0,0.0,0.4840679475838289
8.0,A0100,0.5115325778635431,0.0,0.0,0.0,0.0,0.5115325778635431
8.0,A0200,0.4803186689679557,0.0,0.0,0.0,0.0,0.4803186689679557
10.0,A0100,0.5149861952995198,0.0,0.0,0.0,0.0,0.5149861952995198
10.0,A0200,0.4773295090211629,0.0,0.0,0.0,0.0,0.4773295090211629
12.0,A0100,0.5177407659529711,0.0,0.0,0.0,0.0,0.5177407659529711
12.0,A0200,0.4879200562842075,0.0,0.0,0.0,0.0,0.4879200562842075
14.0,A0100,0.5213172529311542,0.0,0.0,0.0,0.0,0.5213172529311542
14.0,A0200,0.4900779810659034,0.0,0.0,0.0,0.0,0.4900779810659034
16.0,A0100,0.5242386912283483,0.0,0.0,0.0,0.0,0.5242386912283483
16.0,A0200,0.48197630188572954,0.0,0.0,0.0,0.0,0.48197630188572954
18.0,A0100,0.5276954877854485,0.0,0.0,0.0,0.0,0.5276954877854485
18.0,A0200,0.4727765250917401,0.0,0.0,0.0,0.0,0.4727765250917401
20.0,A0100,0.5300905337280587,0.0,0.0,0.0,0.0,0.5300905337280587
20.0,A0200,0.46328762972272297,0.0,0.0,0.0,0.0,0.46328762972272297
22.0,A0100,0.533974033273939,0.0,0.0,0.0,0.0,0.533974033273939
22.0,A0200,0.4612652088689695,0.0,0.0,0.0,0.0,0.4612652088689695
24.0,A0100,0.5369088330229295,0.0,0.0,0.0,0.0,0.5369088330229295
24.0,A0200,0.45882045278662453,0.0,0.0,0.0,0.0,0.45882045278662453
26.0,A0100,0.5393640114029279,0.0,0.0,0.0,0.0,0.5393640114029279
26.0,A0200,0.4585832937853578,0.0,0.0,0.0,0.0,0.4585832937853578
28.0,A0100,0.5426860521928628,0.0,0.0,0.0,0.0,0.5426860521928628
28.0,A0200,0.4581290881665976,0.0,0.0,0.0,0.0,0.4581290881665976
