time,agent_id,mode,target_id,distance,lock_quality,snr
2.0,A0100,SEARCH,B0100,119354.48087949453,0.0,10.0
2.0,A0200,SEARCH,B0200,119389.86200999028,0.0,10.0
2.0,B0100,SEARCH,A0100,119354.48087949453,0.0,10.0
2.0,B0200,SEARCH,A0200,119389.86200999028,0.0,10.0
4.0,A0100,SEARCH,B0100,118265.60966353072,0.0,10.0
4.0,A0200,SEARCH,B0200,118392.63009067281,0.0,10.0
4.0,B0100,SEARCH,A0100,118265.60966353072,0.0,10.0
4.0,B0200,SEARCH,A0200,118392.63009067281,0.0,10.0
6.0,A0100,SEARCH,B0100,117166.62288829239,0.0,10.0
6.0,A0200,SEARCH,B0200,117427.09279596311,0.0,10.0
6.0,B0100,SEARCH,A0100,117166.62288829239,0.0,10.0
6.0,B0200,SEARCH,A0200,117427.09279596311,0.0,10.0
8.0,A0100,SEARCH,B0100,116057.11724805526,0.0,10.0
8.0,A0200,SEARCH,B0200,116468.82705969212,0.0,10.0
8.0,B0100,SEARCH,A0100,116057.11724805526,0.0,10.0
8.0,B0200,SEARCH,A0200,116468.82705969212,0.0,10.0
10.0,A0100,SEARCH,B0100,114934.85415241415,0.0,10.0
10.0,A0200,SEARCH,B0200,115517.12801915803,0.0,10.0
10.0,B0100,SEARCH,A0100,114934.85415241415,0.0,10.0
10.0,B0200,SEARCH,A0200,115517.12801915803,0.0,10.0
12.0,A0100,SEARCH,B0100,113799.16701774123,0.0,10.0
12.0,A0200,SEARCH,B0200,114572.21772211914,0.0,10.0
12.0,B0100,SEARCH,A0100,113799.16701774123,0.0,10.0
12.0,B0200,SEARCH,A0200,114572.21772211914,0.0,10.0
14.0,A0100,SEARCH,B0100,112653.38817836957,0.0,10.0
14.0,A0200,SEARCH,B0200,113635.52442389575,0.0,10.0
14.0,B0100,SEARCH,A0100,112653.38817836957,0.0,10.0
14.0,B0200,SEARCH,A0200,113635.52442389575,0.0,10.0
16.0,A0100,SEARCH,B0100,111473.81228170905,0.0,10.0
16.0,A0200,SEARCH,B0200,112705.20770398552,0.0,10.0
16.0,B0100,SEARCH,A0100,111473.81228170905,0.0,10.0
16.0,B0200,SEARCH,A0200,112705.20770398552,0.0,10.0
18.0,A0100,SEARCH,B0100,110279.1411500178,0.0,10.0
18.0,A0200,SEARCH,B0200,111788.20901059723,0.0,10.0
18.0,B0100,SEARCH,A0100,110279.1411500178,0.0,10.0
18.0,B0200,SEARCH,A0200,111788.20901059723,0.0,10.0
20.0,A0100,SEARCH,B0100,109078.21457146999,0.0,10.0
20.0,A0200,SEARCH,B0200,110885.91184288888,0.0,10.0
20.0,B0100,SEARCH,A0100,109078.21457146999,0.0,10.0
20.0,B0200,SEARCH,A0200,110885.91184288888,0.0,10.0
22.0,A0100,SEARCH,B0100,107876.28409198423,0.0,10.0
22.0,A0200,SEARCH,B0200,109978.64921323102,0.0,10.0
22.0,B0100,SEARCH,A0100,107876.28409198423,0.0,10.0
22.0,B0200,SEARCH,A0200,109978.64921323102,0.0,10.0
24.0,A0100,SEARCH,B0100,106675.22843829662,0.0,10.0
24.0,A0200,SEARCH,B0200,109074.42618841998,0.0,10.0
24.0,B0100,SEARCH,A0100,106675.22843829662,0.0,10.0
24.0,B0200,SEARCH,A0200,109074.42618841998,0.0,10.0
26.0,A0100,SEARCH,B0100,105480.37993752016,0.0,10.0
26.0,A0200,SEARCH,B0200,108175.85680834645,0.0,10.0
26.0,B0100,SEARCH,A0100,105480.37993752016,0.0,10.0
26.0,B0200,SEARCH,A0200,108175.85680834645,0.0,10.0
28.0,A0100,SEARCH,B0100,104298.43085280941,0.0,10.0
28.0,A0200,SEARCH,B0200,107283.62727053663,0.0,10.0
28.0,B0100,SEARCH,A0100,104298.43085280941,0.0,10.0
28.0,B0200,SEARCH,A0200,107283.62727053663,0.0,10.0
30.0,A0100,SEARCH,B0100,103128.92242957767,0.0,10.0
30.0,A0200,SEARCH,B0200,106395.97903725445,0.0,10.0
30.0,B0100,SEARCH,A0100,103128.92242957767,0.0,10.0
30.0,B0200,SEARCH,A0200,106395.97903725445,0.0,10.0
32.0,A0100,SEARCH,B0100,101974.19435517494,0.0,10.0
32.0,A0200,SEARCH,B0200,105514.17080210746,0.0,10.0
32.0,B0100,SEARCH,A0100,101974.19435517494,0.0,10.0
32.0,B0200,SEARCH,A0200,105514.17080210746,0.0,10.0
34.0,A0100,SEARCH,B0100,100836.2730656059,0.0,10.0
34.0,A0200,SEARCH,B0200,104638.12512644498,0.0,10.0
34.0,B0100,SEARCH,A0100,100836.2730656059,0.0,10.0
34.0,B0200,SEARCH,A0200,104638.12512644498,0.0,10.0
36.0,A0100,TRACK,B0100,99784.79898712857,0.6,15.0
36.0,A0200,SEARCH,B0200,103769.62072056622,0.0,10.0
36.0,B0100,TRACK,A0100,99784.79898712857,0.6,15.0
36.0,B0200,SEARCH,A0200,103769.62072056622,0.0,10.0
38.0,A0100,TRACK,B0100,98780.55109021434,0.6,15.0
38.0,A0200,SEARCH,B0200,102908.18646807998,0.0,10.0
38.0,B0100,TRACK,A0100,98780.55109021434,0.6,15.0
38.0,B0200,SEARCH,A0200,102908.18646807998,0.0,10.0
40.0,A0100,TRACK,B0100,97771.09178669282,0.6,15.0
40.0,A0200,SEARCH,B0200,102054.96356848723,0.0,10.0
40.0,B0100,TRACK,A0100,97771.09178669282,0.6,15.0
40.0,B0200,SEARCH,A0200,102054.96356848723,0.0,10.0
42.0,A0100,TRACK,B0100,96768.46738563264,0.6,15.0
42.0,A0200,SEARCH,B0200,101209.4591985019,0.0,10.0
42.0,B0100,TRACK,A0100,96768.46738563264,0.6,15.0
42.0,B0200,SEARCH,A0200,101209.4591985019,0.0,10.0
44.0,A0100,TRACK,B0100,95772.84941958645,0.6,15.0
44.0,A0200,SEARCH,B0200,100372.59059283366,0.0,10.0
44.0,B0100,TRACK,A0100,95772.84941958645,0.6,15.0
44.0,B0200,SEARCH,A0200,100372.59059283366,0.0,10.0
46.0,A0100,TRACK,B0100,94780.47366413721,0.6,15.0
46.0,A0200,TRACK,B0200,99543.35242245728,0.6,15.0
46.0,B0100,TRACK,A0100,94780.47366413721,0.6,15.0
46.0,B0200,TRACK,A0200,99543.35242245728,0.6,15.0
48.0,A0100,TRACK,B0100,93795.06816084332,0.6,15.0
48.0,A0200,TRACK,B0200,98687.89330697394,0.6,15.0
48.0,B0100,TRACK,A0100,93795.06816084332,0.6,15.0
48.0,B0200,TRACK,A0200,98687.89330697394,0.6,15.0
