time,agent_id,threat_level,distance_threat,angle_threat,altitude_threat,speed_threat,total_threat
2.0,A0100,0.4413183959787008,0.0,0.0,0.0,0.0,0.4413183959787008
2.0,A0200,0.4291925390694498,0.0,0.0,0.0,0.0,0.4291925390694498
4.0,A0100,0.44307974085118434,0.0,0.0,0.0,0.0,0.44307974085118434
4.0,A0200,0.42452324304824446,0.0,0.0,0.0,0.0,0.42452324304824446
6.0,A0100,0.44780745809189604,0.0,0.0,0.0,0.0,0.44780745809189604
6.0,A0200,0.41726880182138754,0.0,0.0,0.0,0.0,0.41726880182138754
8.0,A0100,0.45096708810007324,0.0,0.0,0.0,0.0,0.45096708810007324
8.0,A0200,0.41119839176961204,0.0,0.0,0.0,0.0,0.41119839176961204
10.0,A0100,0.4545014320964581,0.0,0.0,0.0,0.0,0.4545014320964581
10.0,A0200,0.4078397748056913,0.0,0.0,0.0,0.0,0.4078397748056913
12.0,A0100,0.45859532204177206,0.0,0.0,0.0,0.0,0.45859532204177206
12.0,A0200,0.40435075068147125,0.0,0.0,0.0,0.0,0.40435075068147125
14.0,A0100,0.4632198105591975,0.0,0.0,0.0,0.0,0.4632198105591975
14.0,A0200,0.4002719334019684,0.0,0.0,0.0,0.0,0.4002719334019684
16.0,A0100,0.4666544794777709,0.0,0.0,0.0,0.0,0.4666544794777709
16.0,A0200,0.39675763151551324,0.0,0.0,0.0,0.0,0.39675763151551324
18.0,A0100,0.47107623656140235,0.0,0.0,0.0,0.0,0.47107623656140235
18.0,A0200,0.39337948863376015,0.0,0.0,0.0,0.0,0.39337948863376015
20.0,A0100,0.47394995645572785,0.0,0.0,0.0,0.0,0.47394995645572785
20.0,A0200,0.3896809585272173,0.0,0.0,0.0,0.0,0.3896809585272173
22.0,A0100,0.4783924995928894,0.0,0.0,0.0,0.0,0.4783924995928894
22.0,A0200,0.3883300730182883,0.0,0.0,0.0,0.0,0.3883300730182883
24.0,A0100,0.4821616918524225,0.0,0.0,0.0,0.0,0.4821616918524225
24.0,A0200,0.40597254739658595,0.0,0.0,0.0,0.0,0.40597254739658595
26.0,A0100,0.48477768062039145,0.0,0.0,0.0,0.0,0.48477768062039145
26.0,A0200,0.4145179788342547,0.0,0.0,0.0,0.0,0.4145179788342547
28.0,A0100,0.4879770262271422,0.0,0.0,0.0,0.0,0.4879770262271422
28.0,A0200,0.42012777884784697,0.0,0.0,0.0,0.0,0.42012777884784697
30.0,A0100,0.4912284217528856,0.0,0.0,0.0,0.0,0.4912284217528856
30.0,A0200,0.4246377874025551,0.0,0.0,0.0,0.0,0.4246377874025551
32.0,A0100,0.4962806307015236,0.0,0.0,0.0,0.0,0.4962806307015236
32.0,A0200,0.4288232723032309,0.0,0.0,0.0,0.0,0.4288232723032309
34.0,A0100,0.4992289053114854,0.0,0.0,0.0,0.0,0.4992289053114854
34.0,A0200,0.4333709472568542,0.0,0.0,0.0,0.0,0.4333709472568542
36.0,A0100,0.5029264058660823,0.0,0.0,0.0,0.0,0.5029264058660823
