time,agent_id,x,y,z,vx,vy,vz,heading,pitch,roll
2.0,A0100,-59679.90341033175,0.5786701732467918,5818.459459010319,266.18434151603043,0.4793360725166793,1.380847667167466,359.3978997834604,-0.4599118563044119,-2.1223601760363837
2.0,A0200,-59668.53279089471,2791.6841316107166,5821.151515640562,277.98946276457895,-0.5154377808664111,5.190526788274346,0.2071716068448166,2.2992385302630325,-1.9760308649326737
2.0,B0100,59674.56692565943,10.654572875257145,5769.3137083318725,-276.6967712739356,11.731044433724756,-44.081945007479554,176.40814686192454,-10.83472327263381,13.326545095092436
2.0,B0200,59674.60959894565,550.962765944314,5769.289604261547,-276.69677127393606,11.731044433725577,-44.08194500747999,176.40814686192434,-10.834723272633974,13.326545095093952
4.0,A0100,-59150.24110717747,0.22544695042233798,5826.39188165453,264.06562796083756,-0.35041176437745764,2.0589779470546787,359.48160042662767,1.8983220214437395,2.522456830058081
4.0,A0200,-59108.302106934716,2789.2349319628593,5844.212378588396,282.942596868724,-2.550961437248476,11.700361772601,0.0697284813317367,3.827391806998627,-14.51756506444729
4.0,B0100,59115.270170492375,35.4188530936226,5663.530031365521,-282.1661785983408,14.011882303520318,-69.83198392467425,177.13267538159818,-15.309285350136895,40.01825684407495
4.0,B0200,59116.50646292337,577.3148065420828,5659.144172071297,-280.4879963103292,15.028961993471832,-73.12213386107123,176.8889342048084,-15.66108066425725,27.61574173305645
6.0,A0100,-58624.46085533826,0.1966710566121037,5835.946437497707,262.17650958692246,-0.2134796332745402,0.38975519560590427,359.18148097621395,1.4225834322347892,2.909482030737458
6.0,A0200,-58536.69954789754,2782.6176100485063,5878.61983054669,288.43945485923825,-3.687474953681751,18.24218687494829,359.8551166523231,4.590651467753136,-9.752285994700319
6.0,B0100,58543.64310947803,69.81408772446957,5497.710463943902,-288.4393159514744,9.93802400727244,-96.3696491514648,178.5477637811584,-18.128129268142448,80.62980706798655
6.0,B0200,58546.98711966161,608.1926508677134,5497.574631599033,-287.39200288283536,15.095747300198036,-92.69430357773972,176.58603461731124,-18.852640136497243,17.10031946077298
8.0,A0100,-58102.3834077642,-0.6894941000318795,5840.3744797670115,259.9364423289127,-0.3609411257595847,3.10671231078162,359.48273549015505,4.320162859703441,6.169641876438922
8.0,A0200,-57955.353802267244,2773.357041629475,5925.65645959416,293.17665019343417,-5.412506815867908,23.38637740211487,359.5972448076024,5.677849533069662,-7.3174300838779915
8.0,B0100,57954.037132893856,89.23504127369961,5289.152811625798,-298.6069394292507,11.329365309982903,-117.50244004437516,177.69919445793798,-21.517614001429344,14.747283131056578
8.0,B0200,57961.46957153287,636.127267781605,5299.301522650974,-296.93752067201643,11.357677586533542,-109.99561152803291,178.53575403542547,-19.958244307155603,150.72069142019214
10.0,A0100,-57584.327412141196,-2.423003232666815,5845.422536132468,258.2722840701932,-1.528503501274619,-0.7059911728039464,358.23532531144576,-3.0622818085738115,7.910761113713013
10.0,A0200,-57365.62178786889,2759.4671189695946,5982.6550145939655,297.36511666583317,-7.627052373757678,26.7617108468217,359.25034244368055,6.12653059524675,-6.768648194855013
10.0,B0100,57345.53008457459,110.3920369665866,5039.001197084384,-307.1968678929343,11.951799175636651,-138.3887519330462,176.88306987913498,-23.46664533390054,-31.011616002331024
10.0,B0200,57356.58714667821,658.5741415306366,5061.776455356256,-305.45037062140665,10.160388066762495,-132.25716537249326,178.80897304001567,-22.93419036297615,85.70191211629967
12.0,A0100,-57069.627685548076,-5.916276362077042,5850.901840311664,256.16734248969675,-1.884466802998352,0.11137068545227212,358.2794849250896,-0.8233522813709856,5.232157933138018
12.0,A0200,-56768.18078812828,2741.322367803088,6046.213667905995,300.9353933559069,-9.76710060851615,30.0577425814655,358.86761300274367,6.633981421805054,-7.08756731823107
12.0,B0100,56719.933000047706,133.80305296547158,4751.007088989623,-314.73241611047854,11.698842778994214,-157.75476968534855,176.82677128033512,-26.465485190593032,-73.3442001129868
12.0,B0200,56735.25050466761,678.4335523295267,4782.372579553405,-313.89416405165406,12.263044322013931,-149.68157984967806,177.65409302290763,-24.5362195978508,36.76686226493769
14.0,A0100,-56559.554717770974,-10.568899597190466,5856.544762120022,254.16599880285534,-2.379557739550471,3.4452672376647504,358.97548333988675,3.9439039439699375,8.38717830686706
14.0,A0200,-56162.975168397796,2719.8801250058495,6112.439932598369,304.88462128181953,-11.518718609512918,29.93196063887953,358.6975240616651,5.978280986829403,-13.331992614284006
14.0,B0100,56080.134092977205,158.62766571178872,4425.263643648825,-320.99978019322117,10.928996437311294,-176.51889433901465,177.48042783691898,-29.242046880313605,-109.7705505381132
14.0,B0200,56097.47607083221,700.7134042059843,4470.421307710458,-320.72962500271746,13.826170556151306,-167.7791234049491,177.27363604599236,-27.268475529937025,0.13289348077803562
16.0,A0100,-56054.41477921776,-16.388200076635258,5863.021441781188,251.0501974375704,-3.6513975024650893,-0.5847463815650081,357.46125197793424,-4.219144658386126,1.7436933740405354
16.0,A0200,-55550.36136330897,2694.4104763480536,6178.605765034012,308.2827896488013,-13.659171054184355,30.859631311942728,358.1835132028719,6.436152099407465,-21.102787131966924
16.0,B0100,55426.96062964664,185.40993192214955,4064.849674867637,-327.90468977172344,12.18026529586786,-192.1860463743684,177.72598009646094,-30.94417704075058,-134.64675201298647
16.0,B0200,55446.87139748986,725.9614811621905,4121.987108491718,-326.1187584743136,15.287450767204318,-187.01450694823328,176.54174091900995,-28.984496734226266,-26.467116128897214
18.0,A0100,-55555.6974493918,-24.21621157919435,5867.900965307916,247.81222495096074,-4.623104598275545,-8.228811152985946,358.0043040740386,-1.7332126786009552,-0.43826845040515106
18.0,A0200,-54930.84293318768,2664.7809571974867,6244.676265906564,312.0195768437026,-15.105583293145184,29.784523438044435,357.81668281327785,6.458122956353102,1.930212788457078
18.0,B0100,54760.667662470165,216.72453996571494,3673.859632043135,-334.59118190139844,14.11594900425075,-205.8331549774174,177.94501375148278,-32.100101545936354,-164.4618839446144
18.0,B0200,54785.82556144212,754.7816136179936,3736.1979265590962,-329.9177160355472,16.462324216436016,-206.8804509011687,176.2351340503623,-31.540557265200235,-49.809511926490444
20.0,A0100,-55062.194553675334,-34.75889693080535,5872.152882063361,245.42084857912891,-5.941166732928497,1.10833972054668,357.6943187967651,4.861879902573828,2.678660821422485
20.0,A0200,-54304.292092149546,2632.4268843471364,6309.207786619874,315.22785107733444,-16.51314998621433,28.543227187625963,357.703582231557,5.775575648618917,-9.189490265861714
20.0,B0100,54082.60154839099,252.09564170708472,3254.2330141998173,-340.5177823406641,15.56986876623232,-218.6931225298299,178.15925349906394,-32.9722610567479,168.15706661258452
20.0,B0200,54116.54891612788,788.6655967194711,3314.561138601144,-331.5487494257615,17.704777962647743,-226.84079316998196,176.0633077256652,-34.443771078994956,-106.01018734117429
22.0,A0100,-54573.28865152996,-47.43306122365175,5878.909200616406,244.07866707653668,-7.021819310721927,1.803116605692344,357.3036799740353,-0.1910185880569089,6.607919505695034
22.0,A0200,-53672.808857672746,2595.7441568901995,6376.049815501956,317.25076216403374,-19.163656289563935,31.396824724108033,357.1225628849729,6.183375310176287,-14.641189514677905
22.0,B0100,53402.24635373755,297.47127968210043,2799.568014188746,-343.66654813962356,23.00595672903732,-229.39097983806346,176.22447983333936,-32.713736060713266,50.500879360678276
22.0,B0200,53436.88485786313,825.8051851237906,2870.7022322117155,-345.1574075923559,8.476765788042737,-219.63589396066573,178.84481569581646,-31.909217328156785,76.32462761381038
24.0,A0100,-54087.59827321298,-62.47392854066493,5885.476092382061,241.9953366256764,-7.927638829410543,0.9917632989750341,357.12083714035117,2.9979102341788586,2.011704115722813
24.0,A0200,-53035.733310421136,2554.7103733894764,6441.186376511287,319.9430354513014,-21.357431703646697,29.797643941191392,357.0610947742279,6.0415468632439255,-17.759305754663135
24.0,B0100,52695.73961021027,305.57801776606357,2370.759790338543,-358.5526638075744,-11.074344330954546,-202.55401858856507,181.14981313414532,-29.71702900895048,8.34195237995415
24.0,B0200,52718.827225019675,805.1371908072069,2496.837000009833,-380.35244663066277,-12.645500825804081,-123.71438260591916,181.28611521185945,-13.740410477060744,-12.41047900706995
26.0,A0100,-53605.65115545142,-78.93538845646981,5894.641138384002,240.06651381071308,-8.351798053240847,4.036391946106248,357.24123823093413,5.117361432463638,6.265661037400854
26.0,A0200,-52394.239155351526,2508.796091564076,6507.083304717675,322.0057270597596,-24.028241583579252,30.608570705802354,356.4651317874503,5.984036654870088,-14.714193485247604
26.0,B0100,51962.082894880565,276.3284836144594,2005.8852933442395,-371.01912775272405,-16.825567339705685,-171.64322602806408,183.19106516133,-24.604545855336905,26.316355990310196
26.0,B0200,51946.81302891535,853.0439485088064,2389.4274629527717,-384.1475508293238,39.376266474255594,-20.0181397588948,174.12887629534538,-3.782828085082825,-8.861584308506231
