time,missile_id,launcher_id,target_id,x,y,z,speed,distance_to_target,guidance_mode
92.0,A1001,A0100,B0200,-38753.54419121874,-427.0057959550619,5951.812318144947,480.6422246632099,76749.23952435915,MID_COURSE
94.0,A1001,A0100,B0200,-37895.15336707374,293.8194493207919,6030.2981319043565,645.5461150498834,75325.63918622202,MID_COURSE
96.0,A1001,A0100,B0200,-36714.44737117355,1144.627151203012,6117.885475350942,814.661365024061,73550.44659101711,MID_COURSE
98.0,A1001,A0100,B0200,-35202.48094678628,2115.7792207546004,6212.649646572503,986.8234173505933,71419.56964747743,MID_COURSE
100.0,A1001,A0100,B0200,-33402.06094749914,3173.4909644840873,6308.897025518678,1048.1491584663459,68986.87753253563,MID_COURSE
102.0,A1001,A0100,B0200,-31608.671898042296,4160.883339546261,6383.607952990883,1001.1050546299375,66543.21750036889,MID_COURSE
104.0,A1001,A0100,B0200,-29868.740504063135,5063.262455150306,6439.418515030471,960.4132426188097,64196.51954291989,MID_COURSE
106.0,A1001,A0100,B0200,-28178.93315788636,5895.481192198104,6481.585667948192,923.9611648738637,61933.85226125675,MID_COURSE
108.0,A1001,A0100,B0200,-26535.84554780672,6664.071025641691,6512.933229203002,890.4851883275305,59721.47207226444,MID_COURSE
110.0,A1001,A0100,B0200,-24936.55894761012,7374.020968039447,6534.5225112329435,859.6158856857547,57558.084569834675,MID_COURSE
112.0,A1001,A0100,B0200,-23378.55834996731,8029.974700665208,6546.747814526066,831.0127350148326,55439.337603744134,MID_COURSE
114.0,A1001,A0100,B0200,-21859.747230090426,8636.118898468383,6548.289322606227,804.4112472197323,53353.82426641802,MID_COURSE
116.0,A1001,A0100,B0200,-20378.318710251926,9196.54529639765,6537.693562902112,779.6197483560811,51298.4056750521,MID_COURSE
118.0,A1001,A0100,B0200,-18932.69617204779,9715.043167784765,6513.584042659171,756.4496943164644,49274.15148869358,MID_COURSE
120.0,A1001,A0100,B0200,-17521.53015470646,10195.08838024649,6474.524320788653,734.7091695612214,47280.76608082774,MID_COURSE
122.0,A1001,A0100,B0200,-16143.392829879165,10638.92083554828,6420.192461540305,713.9816189203059,45289.519770706174,MID_COURSE
124.0,A1001,A0100,B0200,-14795.687276927845,11034.978962936744,6356.586923127712,691.6810010714889,43308.75641854107,MID_COURSE
126.0,A1001,A0100,B0200,-13477.616860996539,11361.818762679455,6290.085367175745,667.742748299906,41468.02858038308,MID_COURSE
128.0,A1001,A0100,B0200,-12190.843154296164,11606.831010788977,6224.417712826625,643.9559950058843,39873.35774502422,MID_COURSE
130.0,A1001,A0100,B0200,-10937.615250843768,11770.738373807735,6161.438222820247,621.8765481853961,38592.777019145076,MID_COURSE
132.0,A1001,A0100,B0200,-9718.937045370494,11863.543733343873,6102.453043745395,601.941371909338,37543.872001028605,MID_COURSE
134.0,A1001,A0100,B0200,-8535.92134816538,11890.913749495387,6049.268357446935,582.6850253139651,36330.01347459648,MID_COURSE
136.0,A1001,A0100,B0200,-7390.551079538222,11854.402828236523,5998.933224972413,564.6703302634041,34892.46932205471,MID_COURSE
138.0,A1001,A0100,B0200,-6282.528465712497,11762.56718661531,5948.818557663128,548.6216316574869,33351.45277845448,MID_COURSE
