步数,时间(秒),AO(度),TA(度),距离(m),奖励,动作_ego,动作_enm,ego_x,ego_y,ego_z,enm_x,enm_y,enm_z,ego_alt(km),enm_alt(km),relative_alt(km),ego_speed_mach,enm_speed_mach,energy_diff,advantage_score
0,0.0,0.026598368030797893,179.9819446627002,5478.342369290019,17.026355065659814,"[[0, 0, 0]]","[[0, 1, 0]]",48.80568888320249,0.0004574022725591931,6096.036920141375,5527.148058173221,0.00044434429673856357,6093.6424058458315,6.096036920141375,6.093642405845832,0.002394514295543715,0.7180046639724612,0.7181501300581753,0.0023916049738295087,0
1,0.2,0.40021146788152495,179.90286996710176,5380.693421781511,5.013620351403517,"[[0, 1, 0]]","[[0, 2, 0]]",97.59219215495204,-0.14134878127924821,6096.750445982792,5478.285610363251,0.054744853842635166,6094.082724080763,6.096750445982792,6.094082724080763,0.002667721902029463,0.7169557301367697,0.7193444211900637,0.002619948080963219,0
2,0.4,1.4924637229740612,179.8001843970801,5283.123624129044,1.0109239679746054,"[[0, 1, 1]]","[[0, 2, 0]]",146.2311600588032,-0.8820086394889586,6098.781065333325,5429.354680779362,0.16328539146252297,6095.195123765578,6.098781065333325,6.095195123765578,0.003585941567747497,0.7149684474365516,0.7196760038997984,0.0034917904384830223,0
3,0.6000000000000001,3.107131731312265,179.61146980355284,5185.876532444602,0.1421697116446694,"[[0, 2, 1]]","[[0, 2, 0]]",194.63055116227815,-2.8029847510326817,6102.072011145305,5380.506092300537,0.4035061069010908,6097.573467588614,6.102072011145305,6.097573467588615,0.0044985435566902154,0.7131798255468049,0.7189763355399318,0.004382613356828102,0
4,0.8,4.634869485373149,179.50140750859492,5089.006145458584,0.0702317162308077,"[[0, 2, 1]]","[[0, 2, 0]]",242.77545119798742,-6.028209026435206,6106.2596866383155,5331.777095925159,0.7399871421920352,6101.2107089339215,6.106259686638316,6.101210708933921,0.005048977704394275,0.7114822010802284,0.7180925073770884,0.0049167715784568244,0
5,1.0,6.015174327632914,179.45518721836206,4992.659200860157,0.3499792397135195,"[[0, 2, 1]]","[[0, 2, 0]]",290.6452797104416,-10.397081998695512,6111.220114643391,5283.291269441072,1.0884375908759694,6106.295649329862,6.111220114643391,6.106295649329861,0.004924465313529858,0.7096296060618279,0.7155821542207377,0.004805414350352422,0
6,1.2000000000000002,7.3530934938608485,179.21687093955356,4897.098328649309,-0.6171960046120262,"[[0, 1, 1]]","[[0, 2, 0]]",338.1142200252407,-15.833859280194929,6117.203772656425,5235.181905870012,1.4901331809112435,6112.969009178824,6.117203772656425,6.1129690091788245,0.004234763477600545,0.7065878575797517,0.7133143592024701,0.004100233445146095,0
7,1.4000000000000001,8.573755117709839,178.9173531933186,4802.36260987325,-1.6868486193120589,"[[0, 1, 1]]","[[0, 2, 0]]",385.03603782629716,-22.183206997514162,6124.535697736968,5187.337341098783,2.0825980785921274,6120.763944654125,6.1245356977369685,6.120763944654125,0.0037717530828436097,0.7024069059768314,0.7129769032962503,0.0035603531364554186,0
8,1.6,10.125128125011178,178.79149581999505,4708.429975927743,-2.5927453094626003,"[[0, 1, 1]]","[[0, 2, 0]]",431.1731067063838,-29.457450840915953,6133.638138353693,5139.492874893393,2.757432588310735,6128.868525344533,6.133638138353692,6.128868525344533,0.004769613009159457,0.6970518522643188,0.7143298674089162,0.004424052706268,0
9,1.8,11.914427826534457,178.6847161235005,4615.455874400779,-2.072981561019205,"[[0, 2, 1]]","[[0, 2, 0]]",476.28440431340687,-37.90340069910508,6144.590003018066,5091.555132132233,3.437105821029263,6136.979235106855,6.144590003018067,6.136979235106855,0.0076107679112116244,0.6911255802295143,0.7158203907732645,0.007116871700336702,0
