步数,时间(秒),AO(度),TA(度),距离(m),奖励,动作_ego,动作_enm,ego_x,ego_y,ego_z,enm_x,enm_y,enm_z,ego_alt(km),enm_alt(km),relative_alt(km),ego_speed_mach,enm_speed_mach,energy_diff,advantage_score
0,0.0,0.02658893296548182,179.9734133236674,5478.343334168669,19.347858699438518,"[[0, 0, 0]]","[[0, 0, 0]]",48.80568888320249,0.0004574022725591931,6096.036920141375,5527.149023051795,-0.00045778965943554795,6093.646538877997,6.096036920141375,6.093646538877997,0.002390381263378316,0.7180046639724612,0.7180047807992475,0.0023903789268420184,0
1,0.2,0.4011168629447598,179.60128046499665,5380.764771326098,10.063281826047373,"[[0, 1, 0]]","[[0, 0, 0]]",97.59219215495204,-0.14134878127924821,6096.750445982792,5478.356956137246,0.13977497090888846,6094.403154586844,6.096750445982792,6.094403154586844,0.002347291395948581,0.7169557301367697,0.7171469372761934,0.0023434672531594813,0
2,0.4,1.4996992227335388,178.72153579929338,5283.454143390579,-1.133303465252979,"[[0, 1, 1]]","[[0, 1, 1]]",146.2311600588032,-0.8820086394889586,6098.781065333325,5429.685025894133,0.8305627553668273,6096.420583912017,6.098781065333325,6.096420583912017,0.0023604814213085135,0.7149684474365516,0.7158831214115179,0.002342187941809293,0
3,0.6000000000000001,3.1278025489888086,177.8181112333647,5186.53595606832,-1.623276799393068,"[[0, 2, 1]]","[[0, 2, 1]]",194.63055116227815,-2.8029847510326817,6102.072011145305,5381.164021299281,2.2750796581358372,6099.647194492709,6.102072011145305,6.099647194492709,0.0024248166525957515,0.7131798255468049,0.7151170888716438,0.0023860713860992533,0
4,0.8,4.67645097008564,176.8223294555398,5090.080498993565,-0.19327885333593997,"[[0, 2, 1]]","[[0, 1, 1]]",242.77545119798742,-6.028209026435206,6106.2596866383155,5332.845195119695,4.435454164713633,6104.1153882720155,6.106259686638316,6.104115388272016,0.002144298366300035,0.7114822010802284,0.7130716182331098,0.0021125100232417537,0
5,1.0,6.0892392763543075,175.29057521930298,4994.389804770137,0.5884375851221222,"[[0, 2, 1]]","[[0, 1, 1]]",290.6452797104416,-10.397081998695512,6111.220114643391,5285.002843722924,7.548524237725019,6110.305918996426,6.111220114643391,6.110305918996426,0.0009141956469651547,0.7096296060618279,0.7085311185592518,0.0009361653970172412,0
6,1.2000000000000002,7.476219776953999,173.34305506601854,4899.850915398355,-0.40162750378601686,"[[0, 1, 1]]","[[0, 2, 1]]",338.1142200252407,-15.833859280194929,6117.203772656425,5237.885912206397,12.029335624725377,6118.353401643586,6.117203772656425,6.118353401643586,-0.0011496289871608667,0.7065878575797517,0.7039308421635897,-0.00109648867883827,0
7,1.4000000000000001,8.76121655335556,171.6796500847929,4806.5977640938245,-0.9569403991802261,"[[0, 1, 1]]","[[0, 2, 1]]",385.03603782629716,-22.183206997514162,6124.535697736968,5191.467251564853,17.82995822930502,6127.818783830894,6.1245356977369685,6.127818783830894,-0.003283086093925469,0.7024069059768314,0.700064030625988,-0.0032362285869078633,0
8,1.6,10.390710462620783,170.11753652088458,4714.9638616824195,-1.10626476109843,"[[0, 1, 1]]","[[0, 0, 1]]",431.1731067063838,-29.457450840915953,6133.638138353693,5145.826424530555,24.656407834335823,6138.511546467427,6.133638138353692,6.138511546467427,-0.004873408113734712,0.6970518522643188,0.6928033126679254,-0.004788437321806782,0
9,1.8,12.274114315344919,168.09433398861674,4625.589400578152,-0.241330359588261,"[[0, 2, 1]]","[[0, 0, 1]]",476.28440431340687,-37.90340069910508,6144.590003018066,5101.337017300482,32.563824607173274,6150.706764760256,6.144590003018067,6.1507067647602565,-0.00611676174218978,0.6911255802295143,0.6836656368854184,-0.005967562875308197,0
10,2.0,13.4554652720554,165.8710888699475,4538.404313681559,0.5360594945920383,"[[0, 1, 1]]","[[0, 2, 1]]",520.6167703505671,-47.276398903142535,6156.660012264845,5058.14678493889,41.802673574503046,6164.460678707057,6.156660012264845,6.164460678707057,-0.007800666442212112,0.6888633865690558,0.6774927461106364,-0.0075732536330432865,0
11,2.2,14.292190335462067,164.07064534344266,4452.767888649342,0.44236295188457575,"[[0, 0, 1]]","[[0, 0, 1]]",564.5765056901491,-57.092104418735744,6169.208112134858,5016.004764924942,52.124758164961975,6179.243570638355,6.169208112134858,6.179243570638355,-0.010035458503496741,0.6860008343884989,0.670780595624866,-0.009731053728224914,0
12,2.4000000000000004,15.662721425628517,162.2442063191049,4368.74884642854,-0.07945313316571401,"[[0, 0, 1]]","[[0, 0, 0]]",607.9663301292476,-67.38894831866673,6182.3491639385975,4974.7570854335945,63.397069891187016,6194.771809531939,6.182349163938597,6.194771809531939,-0.012422645593341386,0.6812315513346414,0.6673728158046238,-0.012145470882741094,0
13,2.6,17.526800179748083,160.38473069683477,4286.469406973419,-0.31738906364464015,"[[0, 2, 1]]","[[0, 2, 1]]",650.5175958817863,-78.56810647380166,6196.460690574976,4934.211763255391,75.65334899984532,6210.751108567769,6.196460690574976,6.210751108567769,-0.01429041799279318,0.677946468051432,0.664608888188767,-0.014023666395539536,0
14,2.8000000000000003,18.827743085103464,158.7689132641752,4205.738100297383,-0.01477969936601653,"[[0, 1, 1]]","[[1, 2, 1]]",692.3355769139948,-90.55563102517976,6211.264238178887,4894.24732704796,88.8060493281098,6226.949317471776,6.211264238178887,6.226949317471776,-0.015685079292889093,0.6740454421465374,0.661392708404483,-0.015432024618047713,0
15,3.0,19.68070767896807,157.9146148704688,4126.052290970368,-0.07156720363182956,"[[0, 0, 1]]","[[1, 0, 1]]",733.7592262090698,-102.90352664246109,6226.2936875794285,4854.695720318593,102.49832178674757,6243.177006727778,6.226293687579428,6.243177006727778,-0.016883319148349507,0.6718552490381471,0.6594409418818508,-0.0166350330052234,0
16,3.2,20.707473081448203,157.4323302324225,4046.9652340493412,-0.28648100812438315,"[[0, 0, 1]]","[[0, 0, 0]]",774.850505947652,-115.53935879944538,6241.480829029705,4815.169548166969,116.3003329791934,6259.195863672477,6.2414808290297055,6.259195863672477,-0.017715034642771244,0.668840501479926,0.6587995603412511,-0.01751421581999857,0
17,3.4000000000000004,22.312424457083214,156.69728245737718,3968.7174781154554,-0.3480393348703217,"[[0, 1, 1]]","[[0, 0, 0]]",815.3616778150417,-128.6611267473961,6256.957426870063,4775.626245469048,130.2268321910759,6275.024458421413,6.256957426870063,6.275024458421413,-0.018067031551350254,0.6638272671273269,0.6589766694005351,-0.01797001959681488,0
18,3.6,24.16896275426408,155.23223484870857,3891.77890589798,0.013125954840376153,"[[0, 3, 1]]","[[0, 0, 0]]",855.1375202400841,-142.57632359289357,6272.72568411327,4736.313078424825,144.51136151715014,6290.928817595415,6.27272568411327,6.2909288175954154,-0.018203133482145084,0.6597099057369088,0.6569693095429356,-0.0181483215582654,0
19,3.8000000000000003,25.32165848777431,152.9861147709985,3816.4300839933953,0.49853709978786753,"[[1, 2, 1]]","[[0, 3, 1]]",894.4024738130438,-157.12480852311296,6288.517105245005,4697.663154284338,159.65079405837264,6307.232426539808,6.288517105245005,6.307232426539809,-0.018715321294803466,0.6569547420520563,0.6549427484635618,-0.018675081423033646,0
20,4.0,25.550167499857928,150.94019169850498,3742.3146528195853,0.6703637253413177,"[[0, 0, 1]]","[[1, 2, 1]]",933.6326612754242,-171.7594156998157,6304.0278210083,4659.774898848585,175.77905135304835,6323.8755860578585,6.3040278210083,6.323875586057858,-0.01984776504955832,0.6566848271365512,0.6511353866245546,-0.019736776239318132,0
21,4.2,25.606714794845264,149.79341502259012,3668.8156549067544,0.43331139707832733,"[[0, 0, 1]]","[[0, 0, 0]]",973.2163568082233,-186.10080323907596,6318.928591927519,4622.4471565433805,192.47928069717767,6340.596903242339,6.318928591927519,6.340596903242339,-0.021668311314820166,0.6565605855741777,0.6489005938891267,-0.021515111481119398,0
22,4.4,26.03250811631448,149.0647517830347,3595.5112514722623,0.14895432545175424,"[[0, 0, 1]]","[[0, 0, 0]]",1013.0158094947703,-200.23390611121408,6333.20078338388,4585.120584520051,209.3617917485436,6357.150052899864,6.33320078338388,6.357150052899864,-0.02394926951598375,0.6542214409290075,0.6506249122235591,-0.02387733894187516,0
23,4.6000000000000005,27.19152414447487,148.11785139460355,3522.7480714612316,-0.031029489469162286,"[[0, 1, 1]]","[[0, 0, 0]]",1052.6556524345824,-214.39309933878042,6347.125469372801,4547.713289000555,226.43123309501607,6373.543032908384,6.3471254693728,6.373543032908384,-0.026417563535583888,0.6496376705717422,0.6509365613287664,-0.026443541350723798,0
24,4.800000000000001,29.11583821800881,146.49127157084942,3451.3626981050033,0.046151394021393344,"[[0, 3, 1]]","[[0, 0, 0]]",1091.7540883672102,-229.09117219478674,6361.0839875328775,4510.562705141823,243.82754781776154,6390.013486699837,6.3610839875328775,6.390013486699837,-0.028929499166959083,0.6459973226120855,0.6489865161789934,-0.028989283038296954,0
25,5.0,30.970759656263528,143.8065960766629,3382.0396531685524,0.4043886215197716,"[[1, 2, 1]]","[[0, 1, 1]]",1130.2993531106183,-244.53806120159993,6375.1048398167995,4474.191746297078,261.9951345459202,6406.957870013414,6.3751048398167995,6.406957870013414,-0.031853030196614895,0.6430777008967243,0.6464728273725167,-0.0319209327261305,0
