Missile_ID,Launcher_ID,Target_ID,Launch_Time_s,Final_Time_s,Flight_Duration_s,Max_Velocity_m_s,Avg_Velocity_m_s,Total_Distance_km,Final_Status
B1001,B0100,A0100,44.2,107.0,62.8,947.6490036721792,452.14596544356016,40.43926394544809,HIT
B1002,B0100,A0100,54.2,112.60000000000001,58.400000000000006,933.2759782089316,447.42209139858414,37.351526719324575,HIT
A1001,A0100,B0100,60.400000000000006,162.20000000000002,101.80000000000001,1067.1819707716938,333.2693296269245,52.26570734913531,MISS
A1002,A0100,B0100,62.400000000000006,165.4,103.0,1068.3412352359956,332.3706295984824,52.019864449332616,MISS
B2001,B0200,A0100,74.0,122.4,48.400000000000006,910.3544606376176,481.02881903015077,30.46573727761706,HIT
A2001,A0200,B0100,80.0,168.4,88.4,1117.4979223583352,417.50439413454706,53.36319124633974,HIT
A2002,A0200,B0100,80.0,168.4,88.4,1117.4979223583352,417.5199229558082,53.363091032344094,HIT
B2002,B0200,A0100,84.0,125.4,41.400000000000006,920.5515724134978,542.6676662794732,27.98937014096843,HIT
