Time_s,Missile_ID,Launcher_ID,Target_ID,X_m,Y_m,Z_m,Velocity_m_s,Status,Data_Type,Range_to_Target_km
51.0,B1001,B0100,A0100,32908.32110843007,-5504.417325840037,6786.228262760642,266.1492622780741,BOOST,Trajectory,59.92101852614742
51.2,B1001,B0100,A0100,32853.95124126686,-5500.428952681662,6785.53509164479,280.23984445468955,BOOST,Trajectory,59.80098716441687
51.400000000000006,B1001,B0100,A0100,32796.76482989099,-5496.233977184037,6784.806006354491,294.39825666330944,BOOST,Trajectory,59.678312379011736
51.6,B1001,B0100,A0100,32736.74838003886,-5491.831395498449,6784.04085623241,308.6241209850273,BOOST,Trajectory,59.552908824703785
51.800000000000004,B1001,B0100,A0100,32673.888476736534,-5487.220196582753,6783.239514096202,322.91703444632714,BOOST,Trajectory,59.424655861837216
52.0,B1001,B0100,A0100,32608.17178638842,-5482.399369685462,6782.4018585103695,337.2765848548182,BOOST,Trajectory,59.29346375960474
52.2,B1001,B0100,A0100,32539.58505962028,-5477.36790594706,6781.52775391792,351.70234211215757,BOOST,Trajectory,59.15934347122294
52.400000000000006,B1001,B0100,A0100,32468.115135605574,-5472.124799230711,6780.617044256053,366.1938505801093,BOOST,Trajectory,59.02228891160342
52.6,B1001,B0100,A0100,32393.7489476065,-5466.669047306431,6779.669559241894,380.75062358043886,BOOST,Trajectory,58.882285050007596
52.800000000000004,B1001,B0100,A0100,32316.473528972667,-5460.999652838828,6778.685124710495,395.3721445941987,BOOST,Trajectory,58.7392857388087
53.0,B1001,B0100,A0100,32236.276021822545,-5455.115606976832,6777.663576171221,410.05783127204666,BOOST,Trajectory,58.59329981508767
53.2,B1001,B0100,A0100,32153.143691820158,-5449.015852152711,6776.604772323516,424.8071140614691,BOOST,Trajectory,58.444326421340485
53.400000000000006,B1001,B0100,A0100,32067.063911003057,-5442.699387843511,6775.508555968131,439.6194166666361,BOOST,Trajectory,58.292373169865414
53.6,B1001,B0100,A0100,31978.024172254256,-5436.165225819505,6774.374770941553,454.4941117510097,BOOST,Trajectory,58.137430740039825
53.800000000000004,B1001,B0100,A0100,31886.012096253347,-5429.412385849459,6773.20325222072,469.4305443155411,BOOST,Trajectory,57.97950590364464
54.0,B1001,B0100,A0100,31791.015437389076,-5422.439896536878,6771.993826919937,484.4280275614407,BOOST,Trajectory,57.81853177217544
54.2,B1001,B0100,A0100,31693.022090071005,-5415.24679558222,6770.74632202449,499.4858428509627,BOOST,Trajectory,57.65451389509357
54.400000000000006,B1001,B0100,A0100,31592.02009490954,-5407.832130568124,6769.4605687964795,514.6032404135442,BOOST,Trajectory,57.48742212831397
54.6,B1001,B0100,A0100,31487.997644995645,-5400.194959475842,6768.136403208728,529.7794385216387,BOOST,Trajectory,57.31726595543323
54.800000000000004,B1001,B0100,A0100,31380.94309227803,-5392.334351461845,6766.773665861627,545.0136230524791,BOOST,Trajectory,57.144019957436356
55.0,B1001,B0100,A0100,31270.84495417145,-5384.24938732846,6765.372198621614,560.304946564657,BOOST,Trajectory,56.96769117444969
55.2,B1001,B0100,A0100,31157.691920229565,-5375.939160268296,6763.931844813362,575.6525275263234,BOOST,Trajectory,56.78825247186994
55.400000000000006,B1001,B0100,A0100,31041.472859054855,-5367.402776307272,6762.452447625284,591.0554497390102,BOOST,Trajectory,56.60570977304342
55.6,B1001,B0100,A0100,30922.176825222843,-5358.639355080841,6760.933851190781,606.5127614536337,BOOST,Trajectory,56.42003734210691
55.800000000000004,B1001,B0100,A0100,30799.79306646802,-5349.6480302782165,6759.375899773531,622.0234750561123,BOOST,Trajectory,56.231238640422625
56.0,B1001,B0100,A0100,30674.311030812536,-5340.427950518852,6757.778439961854,637.5865660918489,BOOST,Trajectory,56.03927312649782
56.2,B1001,B0100,A0100,30545.720374148023,-5330.978279519718,6756.14131803379,653.2009718162526,BOOST,Trajectory,55.844137780769096
56.400000000000006,B1001,B0100,A0100,30414.010967881666,-5321.298196015748,6754.464383871712,668.8655912952671,BOOST,Trajectory,55.645845625057945
56.6,B1001,B0100,A0100,30279.53086052966,-5311.413206589245,6752.752053023835,675.9624814837405,BOOST,Trajectory,55.4447301407927
56.800000000000004,B1001,B0100,A0100,30144.850582039016,-5301.512197724704,6751.03704610802,674.4594490495144,BOOST,Trajectory,55.2433878736389
57.0,B1001,B0100,A0100,30010.46959993681,-5291.6318373041095,6749.325718193295,672.9627282378036,BOOST,Trajectory,55.04230419834268
57.2,B1001,B0100,A0100,29876.386662154116,-5281.771988830345,6747.61804860206,671.4722817327457,BOOST,Trajectory,54.84149633091457
57.400000000000006,B1001,B0100,A0100,29742.60052396218,-5271.932517215426,6745.914016545214,669.9880723229418,BOOST,Trajectory,54.640947064930266
57.6,B1001,B0100,A0100,29609.109948004498,-5262.113288719308,6744.2135993531365,668.5100633745016,BOOST,Trajectory,54.44067231278691
57.800000000000004,B1001,B0100,A0100,29475.913704124967,-5252.314171144485,6742.516773479894,667.0382183514713,BOOST,Trajectory,54.240654349804814
58.0,B1001,B0100,A0100,29343.010569398877,-5242.535033739182,6740.823513174697,665.5725013475998,BOOST,Trajectory,54.040908531674575
58.2,B1001,B0100,A0100,29210.39932795166,-5232.775747400161,6739.133791675733,664.1128764988445,BOOST,Trajectory,53.84141727530602
58.400000000000006,B1001,B0100,A0100,29078.07877100085,-5223.036184554393,6737.447579953633,662.659308599718,BOOST,Trajectory,53.642195584648285
58.6,B1001,B0100,A0100,28946.047696669142,-5213.3162193741755,6735.7648479389045,661.2117624200783,BOOST,Trajectory,53.44322613136801
58.800000000000004,B1001,B0100,A0100,28814.30491003967,-5203.615727640956,6734.085563272504,659.7702034230466,BOOST,Trajectory,53.24452361632306
59.0,B1001,B0100,A0100,28682.84922296191,-5193.934586988115,6732.40969243967,658.334596927515,BOOST,Trajectory,53.04605576390609
59.2,B1001,B0100,A0100,28551.679454276727,-5184.272676484627,6730.737197643639,656.9049075997377,BOOST,Trajectory,52.84783056503703
59.400000000000006,B1001,B0100,A0100,28420.79442980172,-5174.629876016856,6729.068040705646,655.4811010266126,BOOST,Trajectory,52.64986312593535
59.6,B1001,B0100,A0100,28290.192982052173,-5165.006066188168,6727.402187938742,654.0631434632973,BOOST,Trajectory,52.45213766474911
59.800000000000004,B1001,B0100,A0100,28159.87395016402,-5155.401128283056,6725.739610597193,652.6510018448706,BOOST,Trajectory,52.25467284485978
60.0,B1001,B0100,A0100,28029.836179772938,-5145.814944567008,6724.080284019674,652.3211977188372,BOOST,Trajectory,52.05745399304312
60.2,B1001,B0100,A0100,27898.68260158715,-5136.14447487073,6722.406367942391,663.8441609428228,BOOST,Trajectory,51.859097970663534
60.400000000000006,B1001,B0100,A0100,27765.229697050905,-5126.302397139919,6720.702742530173,675.381364472794,BOOST,Trajectory,51.65840276522405
60.6,B1001,B0100,A0100,27629.474708243382,-5116.288436454786,6718.969353207658,686.931967031657,BOOST,Trajectory,51.455381921676214
60.800000000000004,B1001,B0100,A0100,27491.415046433183,-5106.102330590489,6717.206146370665,698.4951114241651,BOOST,Trajectory,51.250017138235
61.0,B1001,B0100,A0100,27351.048295301756,-5095.743830173079,6715.413067999407,710.0699254439558,MIDCOURSE,Trajectory,51.04232174555443
61.0,B1002,B0100,A0100,30243.698040144034,-5405.034732884318,6843.432239809168,281.9013980247386,BOOST,Trajectory,53.95159263250375
61.2,B1001,B0100,A0100,27208.376242215778,-5085.201400674374,6713.58400809283,721.6204001323017,MIDCOURSE,Trajectory,50.83228097429121
61.2,B1002,B0100,A0100,30186.196678602384,-5400.614244385309,6842.586466278486,296.06213174129095,BOOST,Trajectory,53.82695162212436
61.400000000000006,B1001,B0100,A0100,27063.401231233107,-5074.466110355254,6711.712472704903,733.1836182415302,MIDCOURSE,Trajectory,50.61991182656449
61.400000000000006,B1002,B0100,A0100,30125.865645495,-5395.976140958873,6841.699034801523,310.2902821025148,BOOST,Trajectory,53.69945513714741
61.6,B1001,B0100,A0100,26916.12139519467,-5063.538074249037,6709.7972546133005,744.7538860682214,MIDCOURSE,Trajectory,50.4051970359887
61.6,B1002,B0100,A0100,30062.69153681241,-5391.119350029153,6840.769726587177,324.58546529478366,BOOST,Trajectory,53.56907453267917
61.800000000000004,B1001,B0100,A0100,26766.53484663331,-5052.417442294611,6707.839114285582,756.335461950203,MIDCOURSE,Trajectory,50.18814987330715
61.800000000000004,B1002,B0100,A0100,29996.661027324386,-5386.042804652429,6839.798321606774,338.9472738103201,BOOST,Trajectory,53.4358113694571
62.0,B1001,B0100,A0100,26614.639805702147,-5041.105247769157,6705.837471027109,767.9220927049055,MIDCOURSE,Trajectory,49.96875347497076
62.0,B1002,B0100,A0100,29927.76087532655,-5380.745444143295,6838.784599576924,353.37527521504927,BOOST,Trajectory,53.299637405539215
62.2,B1001,B0100,A0100,26460.434339734922,-5029.602787937516,6703.792811460417,779.5162141412687,MIDCOURSE,Trajectory,49.74702087951878
62.2,B1002,B0100,A0100,29855.977927679618,-5375.226214429015,6837.728339078414,367.8690122536575,BOOST,Trajectory,53.160554102656626
62.400000000000006,B1001,B0100,A0100,26303.918661618285,-5017.908028874811,6701.700838556852,791.1115796672663,MIDCOURSE,Trajectory,49.5229234357748
62.400000000000006,B1002,B0100,A0100,29781.299124784946,-5369.484068697833,6836.629318469168,382.4280013973811,BOOST,Trajectory,53.01852000859857
62.6,B1001,B0100,A0100,26145.091722721783,-5006.022563643658,6699.559759093283,802.708824443671,MIDCOURSE,Trajectory,49.29646377731486
62.6,B1002,B0100,A0100,29703.711505996216,-5363.517967525137,6835.48731389088,397.0517324003713,BOOST,Trajectory,52.87352542013914
62.800000000000004,B1001,B0100,A0100,25983.953355480888,-4993.943467074591,6697.371377931102,814.3129700611544,MIDCOURSE,Trajectory,49.06766156285632
62.800000000000004,B1002,B0100,A0100,29623.20222056527,-5357.3268511034275,6834.302085417877,411.7396108942582,BOOST,Trajectory,52.72557713218184
63.0,B1001,B0100,A0100,25820.502501360163,-4981.670859387249,6695.136920114274,825.9178870580739,MIDCOURSE,Trajectory,48.83650195326234
63.0,B1002,B0100,A0100,29539.75854210046,-5350.909610777707,6833.073362268612,426.49109602198996,BOOST,Trajectory,52.57464865458999
63.2,B1001,B0100,A0100,25654.738125937456,-4969.205490703711,6692.859086147712,837.5326025211766,MIDCOURSE,Trajectory,48.60300617313759
63.2,B1002,B0100,A0100,29453.36784244941,-5344.265213651201,6831.800922838637,441.3056252047497,BOOST,Trajectory,52.42074935774304
63.400000000000006,B1001,B0100,A0100,25486.65863017464,-4956.548932502685,6690.541828951306,849.1505395738285,MIDCOURSE,Trajectory,48.36715340407678
