Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,44538.062,-0.007,5940.763,44538.142,545.016,5940.986,89.073,89.075,89.075,89.073,5940.775,5940.790,5940.763,5940.986,365.339,365.676,365.339,364.767,0.011,0.362,-0.730,-0.379,0.011,0.881,0.348,0.521,1,1,search,attack_maneuver
0.200,44465.055,-0.031,5941.213,44465.380,545.482,5943.240,88.927,88.929,88.929,88.928,5941.226,5941.388,5941.213,5943.240,364.728,365.443,364.728,363.214,0.215,0.566,-1.875,-1.523,0.215,3.021,0.145,2.661,1,1,lock_on,attack_maneuver
0.400,44392.160,-0.058,5941.703,44393.096,547.413,5947.534,88.782,88.784,88.783,88.782,5941.716,5942.836,5941.703,5947.534,364.276,364.779,364.276,361.188,0.145,0.498,-4.569,-4.216,0.145,5.011,0.216,4.650,1,1,lock_on,attack_maneuver
0.600,44319.366,-0.084,5942.123,44321.384,551.548,5953.076,88.636,88.640,88.638,88.638,5942.136,5945.334,5942.123,5953.076,363.658,363.686,363.658,359.306,0.333,0.689,-7.116,-6.759,0.333,8.754,0.030,8.391,1,1,lock_on,attack_maneuver
0.800,44246.685,-0.093,5942.562,44250.231,558.244,5958.898,88.491,88.496,88.493,88.494,5942.575,5948.413,5942.562,5958.898,363.213,362.346,363.213,357.862,0.244,0.606,-9.873,-9.512,0.244,12.527,0.122,12.161,1,1,lock_on,attack_maneuver
1.000,44174.102,-0.087,5942.920,44179.602,567.398,5964.483,88.346,88.353,88.348,88.352,5942.933,5951.672,5942.920,5964.483,362.608,360.855,362.609,356.502,0.426,0.794,-12.509,-12.141,0.426,15.435,0.054,15.064,1,1,lock_on,attack_maneuver
1.200,44101.628,-0.050,5943.293,44109.651,579.114,5969.923,88.201,88.210,88.204,88.210,5943.306,5954.775,5943.293,5969.923,362.184,359.382,362.184,354.852,0.325,0.701,-15.014,-14.638,0.325,17.626,0.054,17.247,1,1,lock_on,attack_maneuver
1.400,44029.248,0.013,5943.583,44040.572,593.494,5975.463,88.056,88.069,88.061,88.071,5943.597,5957.413,5943.583,5975.463,361.605,357.673,361.606,352.901,0.504,0.890,-17.419,-17.033,0.504,19.703,0.117,19.316,1,1,lock_on,attack_maneuver
1.600,43956.972,0.117,5943.887,43972.575,610.746,5980.910,87.911,87.929,87.920,87.933,5943.900,5959.563,5943.887,5980.910,361.214,355.844,361.215,350.834,0.395,0.793,-19.616,-19.218,0.395,22.123,0.003,21.725,1,1,lock_on,attack_maneuver
1.800,43884.781,0.255,5944.105,43905.600,630.624,5985.448,87.767,87.790,87.779,87.797,5944.118,5961.503,5944.105,5985.448,360.676,354.055,360.676,349.420,0.575,0.986,-21.759,-21.348,0.575,24.881,0.165,24.471,1,1,lock_on,attack_maneuver
2.000,43812.686,0.443,5944.334,43839.481,652.651,5988.714,87.623,87.652,87.639,87.664,5944.347,5963.523,5944.334,5988.714,360.334,352.564,360.334,348.270,0.459,0.886,-23.943,-23.517,0.459,27.196,0.035,26.772,1,1,lock_on,attack_maneuver
2.200,43740.666,0.670,5944.476,43774.343,676.847,5990.785,87.479,87.515,87.501,87.532,5944.490,5965.578,5944.476,5990.785,359.854,351.208,359.855,346.934,0.641,1.084,-26.124,-25.682,0.641,29.120,0.202,28.681,1,1,lock_on,attack_maneuver
2.400,43668.728,0.955,5944.627,43710.365,703.314,5991.876,87.335,87.379,87.364,87.402,5944.640,5967.451,5944.627,5991.876,359.581,349.907,359.581,345.568,0.522,0.983,-28.317,-27.856,0.522,31.021,0.065,30.564,1,1,lock_on,attack_maneuver
2.600,43596.851,1.284,5944.688,43647.663,732.055,5992.290,87.191,87.245,87.228,87.275,5944.702,5968.914,5944.688,5992.290,359.179,348.435,359.180,344.254,0.708,1.188,-30.516,-30.036,0.708,32.991,0.232,32.515,1,1,lock_on,attack_maneuver
2.800,43525.041,1.676,5944.754,43586.263,762.962,5992.353,87.047,87.112,87.093,87.151,5944.768,5970.017,5944.754,5992.353,358.994,346.941,358.995,343.245,0.585,1.086,-32.674,-32.174,0.585,34.993,0.089,34.497,1,1,lock_on,attack_maneuver
3.000,43453.254,2.105,5944.656,43526.091,795.797,5992.583,86.904,86.980,86.960,87.030,5944.671,5971.030,5944.656,5992.583,358.914,345.762,358.915,342.288,0.613,1.136,-34.856,-34.333,0.613,36.721,0.095,36.202,1,1,lock_on,attack_maneuver
3.200,43381.490,2.554,5944.559,43467.023,830.228,5993.554,86.760,86.850,86.829,86.910,5944.573,5971.941,5944.559,5993.554,358.711,344.726,358.712,341.678,0.783,1.329,-36.998,-36.452,0.783,36.777,0.241,36.235,1,1,lock_on,attack_maneuver
3.400,43309.755,3.032,5944.627,43408.441,865.410,5994.962,86.617,86.720,86.699,86.793,5944.642,5972.551,5944.627,5994.962,358.698,343.756,358.699,341.807,0.682,1.252,-39.130,-38.560,0.682,33.978,0.115,33.411,1,1,lock_on,attack_maneuver
3.600,43238.034,3.533,5944.701,43349.948,900.726,5995.782,86.473,86.590,86.570,86.677,5944.716,5972.643,5944.701,5995.782,358.509,342.597,358.510,341.533,0.860,1.454,-41.273,-40.679,0.860,33.396,0.267,32.803,1,1,lock_on,attack_maneuver
3.800,43166.341,4.074,5944.824,43291.603,936.114,5995.951,86.330,86.460,86.443,86.564,5944.839,5972.261,5944.824,5995.951,358.488,341.395,358.488,340.750,0.751,1.368,-43.403,-42.785,0.750,33.200,0.129,32.579,1,1,lock_on,attack_maneuver
