Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,89.073,89.075,89.075,89.073,5940.775,5940.790,5940.799,5940.986,365.339,365.676,364.851,364.767,0.011,0.362,-0.730,-0.379,0.097,0.881,0.456,0.521,1,1,attack_maneuver,lock_on
0.200,88.928,88.929,88.929,88.928,5941.226,5941.388,5940.712,5943.239,364.728,365.443,364.077,363.076,0.215,0.566,-1.875,-1.523,0.867,3.024,1.227,2.664,1,1,attack_maneuver,lock_on
0.400,88.782,88.784,88.783,88.782,5941.716,5942.836,5939.141,5947.531,364.276,364.779,363.731,361.045,0.145,0.498,-4.570,-4.216,0.979,5.015,1.340,4.654,1,1,attack_maneuver,lock_on
0.600,88.636,88.640,88.638,88.638,5942.136,5945.334,5935.951,5953.062,363.658,363.686,363.582,359.175,0.333,0.689,-7.116,-6.759,0.030,8.687,0.333,8.323,1,1,attack_maneuver,lock_on
0.800,88.491,88.496,88.493,88.494,5942.575,5948.413,5931.461,5958.893,363.213,362.346,363.256,358.107,0.245,0.606,-9.873,-9.512,2.020,10.418,1.654,10.052,1,1,attack_maneuver,lock_on
1.000,88.346,88.353,88.349,88.351,5942.933,5951.672,5925.907,5964.611,362.608,360.855,362.389,357.950,0.427,0.793,-12.508,-12.142,3.246,5.020,2.874,4.648,1,1,attack_maneuver,lock_on
1.200,88.202,88.209,88.206,88.209,5943.306,5954.775,5919.198,5970.205,362.184,359.382,361.558,358.070,0.327,0.697,-15.011,-14.642,3.035,2.922,2.657,2.544,1,1,attack_maneuver,lock_on
1.400,88.058,88.066,88.063,88.067,5943.597,5957.413,5911.719,5975.404,361.605,357.673,360.821,358.237,0.508,0.881,-17.415,-17.042,2.658,0.936,2.271,0.549,1,1,attack_maneuver,lock_on
1.600,87.914,87.922,87.922,87.926,5943.900,5959.563,5903.871,5979.997,361.214,355.844,360.214,357.779,0.400,0.776,-19.610,-19.234,2.472,1.463,2.074,1.065,1,1,attack_maneuver,lock_on
1.800,87.770,87.779,87.782,87.787,5944.118,5961.503,5895.759,5984.692,360.676,354.055,359.974,356.729,0.581,0.961,-21.753,-21.374,2.010,9.101,1.600,8.691,1,1,attack_maneuver,lock_on
2.000,87.626,87.636,87.643,87.648,5944.347,5963.523,5887.230,5989.938,360.334,352.564,359.813,355.710,0.467,0.851,-23.935,-23.551,2.137,8.499,1.713,8.075,1,1,attack_maneuver,lock_on
2.200,87.483,87.494,87.505,87.511,5944.490,5965.578,5878.576,5995.172,359.854,351.208,359.407,355.490,0.651,1.039,-26.115,-25.727,2.056,2.268,1.616,1.828,1,1,attack_maneuver,lock_on
2.400,87.340,87.352,87.368,87.375,5944.640,5967.451,5869.775,6000.073,359.581,349.907,359.326,355.618,0.532,0.925,-28.307,-27.914,1.637,2.769,1.180,2.312,1,1,attack_maneuver,lock_on
2.600,87.197,87.209,87.233,87.240,5944.702,5968.914,5860.372,6004.467,359.179,348.435,359.664,355.469,0.719,1.115,-30.505,-30.109,1.892,0.705,1.417,0.229,1,1,attack_maneuver,lock_on
2.800,87.054,87.067,87.099,87.107,5944.768,5970.017,5849.863,6008.400,358.994,346.941,360.002,354.685,0.598,0.997,-32.662,-32.262,3.310,6.303,2.814,5.807,1,1,attack_maneuver,lock_on
3.000,86.911,86.925,86.967,86.975,5944.671,5971.030,5838.335,6012.231,358.914,345.762,360.184,353.996,0.628,1.031,-34.841,-34.439,3.596,12.916,3.078,12.397,1,1,attack_maneuver,lock_on
3.200,86.768,86.783,86.836,86.845,5944.573,5971.941,5826.301,6015.774,358.711,344.726,360.160,353.965,0.799,1.207,-36.982,-36.574,2.433,9.760,1.891,9.218,1,1,attack_maneuver,lock_on
3.400,86.626,86.641,86.707,86.716,5944.642,5972.551,5814.068,6019.116,358.698,343.756,360.234,354.239,0.700,1.113,-39.112,-38.699,1.883,6.127,1.316,5.560,1,1,attack_maneuver,lock_on
3.600,86.483,86.499,86.579,86.589,5944.716,5972.643,5801.853,6021.956,358.509,342.597,360.298,354.536,0.880,1.298,-41.254,-40.836,1.515,4.197,0.922,3.604,1,1,attack_maneuver,lock_on
3.800,86.340,86.357,86.453,86.463,5944.839,5972.261,5789.747,6023.902,358.488,341.395,360.646,354.782,0.771,1.194,-43.383,-42.960,0.967,3.251,0.346,2.630,1,1,attack_maneuver,lock_on
4.000,86.197,86.215,86.329,86.339,5944.889,5971.675,5777.486,6024.718,358.292,340.464,361.468,354.739,0.949,1.378,-45.547,-45.119,0.535,3.328,0.115,2.678,1,1,attack_maneuver,lock_on
4.200,86.055,86.073,86.206,86.217,5944.953,5970.885,5764.988,6024.542,358.266,339.625,361.960,354.069,0.836,1.269,-47.664,-47.232,0.520,4.439,0.161,3.758,1,1,attack_maneuver,lock_on
4.400,85.912,85.931,86.085,86.096,5944.929,5969.724,5752.387,6024.274,358.071,338.577,362.476,353.738,1.016,1.455,-49.767,-49.329,0.170,10.541,0.542,9.828,1,1,attack_maneuver,lock_on
4.600,85.769,85.790,85.966,85.978,5944.910,5968.266,5739.479,6024.578,358.048,337.491,363.402,353.741,0.899,1.344,-51.875,-51.431,0.127,9.763,0.872,9.017,1,1,attack_maneuver,lock_on
4.800,85.626,85.648,85.849,85.862,5944.799,5966.779,5726.189,6024.715,357.856,336.670,364.170,353.832,1.082,1.533,-54.016,-53.566,0.253,6.279,1.032,5.499,1,1,attack_maneuver,lock_on
5.000,85.482,85.506,85.733,85.747,5944.690,5965.266,5712.447,6023.850,357.837,335.917,364.976,353.751,0.962,1.420,-56.091,-55.634,0.326,6.394,1.140,5.578,1,1,attack_maneuver,search
5.200,85.339,85.365,85.619,85.635,5944.488,5963.561,5698.216,6022.274,357.650,335.169,365.826,353.370,1.148,1.613,-58.159,-57.696,0.237,6.881,1.087,6.029,1,1,attack_maneuver,search
5.400,85.196,85.223,85.508,85.524,5944.286,5961.471,5683.528,6020.548,357.635,334.224,366.886,352.507,1.026,1.497,-60.249,-59.779,0.210,7.138,0.678,6.248,1,1,attack_maneuver,search
5.600,85.053,85.082,85.398,85.416,5943.917,5959.052,5668.368,6019.605,357.676,333.236,367.860,351.957,1.057,1.535,-62.344,-61.867,0.831,7.573,0.095,6.645,1,1,attack_maneuver,search
5.800,84.909,84.941,85.291,85.310,5943.544,5956.614,5652.685,6019.610,357.540,332.129,368.797,351.802,1.232,1.717,-63.990,-63.507,1.356,7.466,0.390,6.499,1,1,attack_maneuver,search
6.000,84.766,84.800,85.185,85.207,5943.335,5954.732,5636.594,6019.337,357.548,331.145,369.616,350.953,1.131,1.623,-65.425,-64.936,0.745,7.558,0.260,6.551,1,1,attack_maneuver,search
6.200,84.622,84.659,85.082,85.105,5943.128,5954.021,5620.141,6019.197,357.375,330.336,370.518,350.638,1.311,1.809,-66.415,-65.920,0.123,6.673,0.924,5.624,1,1,attack_maneuver,search
6.400,84.478,84.518,84.979,85.004,5942.969,5954.798,5603.253,6019.440,357.369,329.846,371.467,349.887,1.201,1.705,-66.062,-65.561,0.179,7.042,1.267,5.952,1,1,attack_maneuver,search
6.600,84.335,84.377,84.876,84.903,5942.736,5956.386,5585.901,6019.925,357.189,329.878,372.435,349.392,1.382,1.892,-66.358,-65.851,0.160,7.418,1.289,6.287,1,1,attack_maneuver,search
6.800,84.191,84.236,84.774,84.803,5942.514,5957.522,5568.122,6020.837,357.178,330.299,373.337,349.238,1.268,1.784,-66.500,-65.987,0.392,6.757,1.563,5.584,1,1,attack_maneuver,search
7.000,84.047,84.096,84.671,84.703,5942.203,5957.957,5550.014,6022.239,356.999,330.901,374.180,349.002,1.451,1.973,-65.982,-65.463,0.616,7.321,1.827,6.106,1,1,attack_maneuver,search
7.200,83.903,83.955,84.569,84.604,5941.896,5958.019,5531.525,6023.270,356.991,331.409,375.000,348.730,1.334,1.862,-65.667,-65.142,0.733,7.115,1.987,5.857,1,1,attack_maneuver,search
7.400,83.759,83.815,84.467,84.504,5941.494,5957.758,5512.593,6023.313,356.815,331.892,376.065,348.292,1.519,2.054,-65.396,-64.865,0.719,7.325,2.016,6.025,1,1,attack_maneuver,search
7.600,83.615,83.674,84.364,84.405,5941.095,5957.184,5493.196,6022.867,356.811,332.353,377.075,348.344,1.399,1.940,-65.155,-64.618,0.583,7.305,1.922,5.962,1,1,attack_maneuver,search
7.800,83.471,83.534,84.262,84.305,5940.527,5956.340,5473.245,6022.617,356.862,332.769,378.098,348.170,1.429,1.977,-64.933,-64.389,0.059,7.483,1.440,6.097,1,1,attack_maneuver,search
8.000,83.327,83.393,84.160,84.206,5939.956,5955.466,5452.717,6022.718,356.737,332.982,379.110,348.214,1.601,2.155,-64.634,-64.084,0.619,7.395,0.805,5.966,1,1,attack_maneuver,search
8.200,83.183,83.253,84.058,84.107,5939.595,5954.749,5431.682,6022.902,356.755,333.299,380.093,348.112,1.531,2.092,-64.581,-64.025,1.101,7.585,0.366,6.113,1,1,attack_maneuver,search
8.400,83.039,83.113,83.955,84.007,5939.435,5954.142,5410.344,6023.169,356.605,333.448,380.887,348.179,1.708,2.276,-64.338,-63.776,1.267,7.486,0.243,5.971,1,1,attack_maneuver,search
8.600,82.894,82.972,83.853,83.908,5939.471,5953.662,5388.896,6023.368,356.618,333.766,381.708,348.064,1.590,2.164,-64.412,-63.843,0.773,7.674,0.780,6.115,1,1,attack_maneuver,search
