Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,89.073,89.075,89.075,89.073,5940.775,5940.790,5940.763,5940.778,365.339,365.676,365.339,365.676,0.011,0.362,-0.730,-0.379,0.011,0.020,0.348,0.379,1,1,lock_on,attack_maneuver
0.200,88.927,88.929,88.929,88.927,5941.226,5941.388,5941.213,5941.376,364.728,365.443,364.728,365.443,0.215,0.566,-1.875,-1.524,0.215,1.164,0.145,1.524,1,1,lock_on,attack_maneuver
0.400,88.782,88.783,88.783,88.781,5941.716,5942.836,5941.703,5942.824,364.276,364.779,364.276,364.779,0.145,0.496,-4.569,-4.218,0.145,3.857,0.216,4.218,1,1,lock_on,attack_maneuver
0.600,88.636,88.638,88.638,88.636,5942.136,5945.334,5942.123,5945.322,363.658,363.686,363.658,363.686,0.333,0.683,-7.116,-6.766,0.333,6.403,0.030,6.766,1,1,lock_on,attack_maneuver
0.800,88.491,88.492,88.493,88.491,5942.575,5948.413,5942.562,5948.402,363.213,362.346,363.213,362.346,0.244,0.592,-9.873,-9.526,0.244,9.159,0.122,9.525,1,1,lock_on,attack_maneuver
1.000,88.346,88.348,88.348,88.347,5942.933,5951.672,5942.920,5951.661,362.608,360.855,362.609,360.856,0.426,0.770,-12.509,-12.165,0.426,11.793,0.054,12.165,1,1,lock_on,attack_maneuver
1.200,88.201,88.204,88.204,88.204,5943.306,5954.775,5943.293,5954.766,362.184,359.382,362.184,359.382,0.325,0.663,-15.014,-14.676,0.325,14.297,0.054,14.675,1,1,lock_on,attack_maneuver
1.400,88.056,88.061,88.061,88.063,5943.597,5957.413,5943.583,5957.405,361.605,357.673,361.606,357.674,0.504,0.835,-17.419,-17.088,0.504,16.700,0.117,17.087,1,1,lock_on,attack_maneuver
1.600,87.911,87.919,87.920,87.924,5943.900,5959.563,5943.887,5959.555,361.214,355.844,361.215,355.845,0.395,0.716,-19.616,-19.294,0.395,18.895,0.003,19.293,1,1,lock_on,attack_maneuver
1.800,87.767,87.778,87.779,87.786,5944.118,5961.503,5944.105,5961.497,360.676,354.055,360.676,354.056,0.575,0.885,-21.759,-21.449,0.575,21.037,0.165,21.447,1,1,lock_on,attack_maneuver
2.000,87.623,87.638,87.639,87.651,5944.347,5963.523,5944.334,5963.518,360.334,352.564,360.334,352.565,0.459,0.757,-23.943,-23.646,0.459,23.219,0.035,23.643,1,1,lock_on,attack_maneuver
2.200,87.479,87.499,87.501,87.518,5944.490,5965.578,5944.476,5965.574,359.854,351.208,359.855,351.208,0.641,0.924,-26.124,-25.842,0.641,25.399,0.202,25.838,1,1,lock_on,attack_maneuver
2.400,87.335,87.362,87.364,87.387,5944.640,5967.451,5944.627,5967.448,359.581,349.907,359.581,349.908,0.522,0.789,-28.317,-28.050,0.522,27.589,0.065,28.046,1,1,lock_on,attack_maneuver
2.600,87.191,87.226,87.228,87.259,5944.702,5968.914,5944.688,5968.910,359.179,348.435,359.180,348.436,0.708,0.957,-30.516,-30.267,0.708,29.787,0.232,30.263,1,1,lock_on,attack_maneuver
2.800,87.047,87.091,87.093,87.133,5944.768,5970.017,5944.754,5970.012,358.994,346.941,358.995,346.942,0.585,0.815,-32.674,-32.445,0.585,31.943,0.089,32.439,1,1,lock_on,attack_maneuver
3.000,86.904,86.957,86.960,87.011,5944.671,5971.030,5944.656,5971.025,358.914,345.762,358.915,345.763,0.613,0.822,-34.856,-34.647,0.613,34.122,0.095,34.641,1,1,lock_on,attack_maneuver
3.200,86.760,86.825,86.829,86.891,5944.573,5971.941,5944.559,5971.934,358.711,344.726,358.712,344.728,0.783,0.969,-36.998,-36.812,0.783,36.263,0.241,36.804,1,1,lock_on,attack_maneuver
3.400,86.617,86.695,86.699,86.774,5944.642,5972.551,5944.627,5972.562,358.698,343.756,358.699,343.576,0.682,0.844,-39.130,-38.967,0.682,37.995,0.115,38.561,1,1,lock_on,attack_maneuver
3.600,86.473,86.566,86.570,86.661,5944.716,5972.643,5944.701,5973.088,358.509,342.597,358.510,342.137,0.860,0.997,-41.273,-41.136,0.860,39.723,0.267,40.315,1,1,lock_on,attack_maneuver
