Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,89.073,89.075,89.075,89.073,5940.775,5940.790,5940.763,5940.986,365.339,365.676,365.339,364.767,0.011,0.362,-0.730,-0.379,0.011,0.881,0.348,0.521,0,0,search,search
0.200,88.927,88.929,88.929,88.928,5941.226,5941.388,5941.213,5943.239,364.728,365.443,364.728,363.076,0.215,0.566,-1.875,-1.523,0.215,3.024,0.145,2.664,0,0,search,lock_on
0.400,88.782,88.784,88.783,88.782,5941.716,5942.836,5941.703,5947.531,364.276,364.779,364.276,361.045,0.145,0.498,-4.569,-4.216,0.145,5.015,0.216,4.654,0,0,lock_on,lock_on
0.600,88.636,88.640,88.638,88.638,5942.136,5945.334,5942.123,5953.062,363.658,363.686,363.658,359.175,0.333,0.689,-7.116,-6.759,0.333,8.687,0.030,8.323,0,0,lock_on,lock_on
0.800,88.491,88.496,88.493,88.494,5942.575,5948.413,5942.562,5958.893,363.213,362.346,363.213,358.107,0.244,0.606,-9.873,-9.512,0.244,10.418,0.122,10.052,0,0,lock_on,lock_on
1.000,88.346,88.353,88.348,88.351,5942.933,5951.672,5942.920,5964.611,362.608,360.855,362.609,357.950,0.426,0.793,-12.509,-12.142,0.426,5.020,0.054,4.648,0,0,lock_on,lock_on
1.200,88.201,88.209,88.204,88.209,5943.306,5954.775,5943.293,5970.205,362.184,359.382,362.184,358.070,0.325,0.697,-15.014,-14.642,0.325,2.922,0.054,2.544,0,0,lock_on,lock_on
1.400,88.056,88.066,88.061,88.067,5943.597,5957.413,5943.583,5975.404,361.605,357.673,361.606,358.237,0.504,0.881,-17.419,-17.042,0.504,0.936,0.117,0.549,0,0,lock_on,lock_on
1.600,87.911,87.922,87.920,87.926,5943.900,5959.563,5943.887,5979.997,361.214,355.844,361.215,357.779,0.395,0.776,-19.616,-19.234,0.395,1.463,0.003,1.065,0,0,lock_on,lock_on
1.800,87.767,87.779,87.779,87.787,5944.118,5961.503,5944.105,5984.692,360.676,354.055,360.676,356.729,0.575,0.961,-21.759,-21.374,0.575,9.101,0.165,8.691,0,0,lock_on,lock_on
2.000,87.623,87.636,87.639,87.648,5944.347,5963.523,5944.334,5989.938,360.334,352.564,360.334,355.710,0.459,0.851,-23.943,-23.551,0.459,8.499,0.035,8.075,0,0,lock_on,lock_on
2.200,87.479,87.494,87.501,87.511,5944.490,5965.578,5944.476,5995.172,359.854,351.208,359.855,355.490,0.641,1.039,-26.124,-25.727,0.641,2.268,0.202,1.828,1,1,lock_on,lock_on
2.400,87.335,87.352,87.364,87.375,5944.640,5967.451,5944.627,6000.073,359.581,349.907,359.581,355.618,0.522,0.925,-28.317,-27.914,0.522,2.769,0.065,2.312,1,1,lock_on,lock_on
2.600,87.191,87.209,87.228,87.240,5944.702,5968.914,5944.688,6004.467,359.179,348.435,359.180,355.469,0.708,1.115,-30.516,-30.109,0.708,0.705,0.232,0.229,1,1,lock_on,lock_on
2.800,87.047,87.067,87.093,87.107,5944.768,5970.017,5944.754,6008.400,358.994,346.941,358.995,354.685,0.585,0.997,-32.674,-32.262,0.585,6.303,0.089,5.807,1,1,lock_on,lock_on
3.000,86.904,86.925,86.960,86.975,5944.671,5971.030,5944.656,6012.231,358.914,345.762,358.915,353.996,0.613,1.031,-34.856,-34.439,0.613,12.916,0.095,12.397,1,1,lock_on,lock_on
3.200,86.760,86.783,86.829,86.845,5944.573,5971.941,5944.559,6015.774,358.711,344.726,358.712,353.965,0.783,1.207,-36.998,-36.574,0.783,9.760,0.241,9.218,1,1,lock_on,lock_on
3.400,86.617,86.641,86.699,86.716,5944.642,5972.551,5944.627,6019.116,358.698,343.756,358.699,354.239,0.682,1.113,-39.130,-38.699,0.682,6.127,0.115,5.560,1,1,lock_on,lock_on
3.600,86.473,86.499,86.570,86.589,5944.716,5972.643,5944.701,6021.956,358.509,342.597,358.510,354.536,0.860,1.298,-41.273,-40.836,0.860,4.197,0.267,3.604,1,1,lock_on,lock_on
3.800,86.330,86.357,86.443,86.463,5944.839,5972.261,5944.824,6023.902,358.488,341.395,358.488,354.782,0.751,1.194,-43.403,-42.960,0.750,3.251,0.129,2.630,1,1,lock_on,lock_on
4.000,86.187,86.215,86.318,86.339,5944.889,5971.675,5944.874,6024.718,358.292,340.464,358.293,354.739,0.928,1.378,-45.568,-45.119,0.928,3.328,0.278,2.678,1,1,lock_on,lock_on
4.200,86.043,86.073,86.195,86.217,5944.953,5970.885,5944.938,6024.542,358.266,339.625,358.267,354.069,0.815,1.269,-47.686,-47.232,0.814,4.439,0.134,3.758,1,1,lock_on,lock_on
4.400,85.900,85.931,86.074,86.096,5944.929,5969.724,5944.913,6024.274,358.071,338.577,358.072,353.738,0.994,1.455,-49.789,-49.329,0.994,10.541,0.282,9.828,1,1,lock_on,lock_on
4.600,85.757,85.790,85.955,85.978,5944.910,5968.266,5944.894,6024.578,358.048,337.491,358.049,353.741,0.877,1.344,-51.897,-51.431,0.877,9.763,0.131,9.017,1,1,lock_on,lock_on
4.800,85.614,85.648,85.837,85.862,5944.799,5966.779,5944.782,6024.715,357.856,336.670,357.857,353.832,1.060,1.533,-54.038,-53.566,1.060,6.279,0.280,5.499,1,1,lock_on,lock_on
5.000,85.471,85.506,85.722,85.747,5944.690,5965.266,5944.674,6023.850,357.837,335.917,357.838,353.751,0.940,1.420,-56.112,-55.634,0.940,6.394,0.125,5.578,1,1,lock_on,lock_on
5.200,85.327,85.365,85.608,85.635,5944.488,5963.561,5944.471,6022.274,357.650,335.169,357.651,353.370,1.127,1.613,-58.180,-57.696,1.127,6.881,0.276,6.029,1,1,lock_on,search
5.400,85.184,85.223,85.497,85.524,5944.286,5961.471,5944.269,6020.548,357.635,334.224,357.636,352.507,1.005,1.497,-60.270,-59.779,1.005,7.138,0.117,6.248,1,1,search,search
5.600,85.041,85.082,85.387,85.416,5943.917,5959.052,5943.900,6019.605,357.676,333.236,357.677,351.957,1.037,1.535,-62.364,-61.867,1.036,7.573,0.110,6.645,1,1,search,search
5.800,84.898,84.941,85.280,85.310,5943.544,5956.614,5943.527,6019.610,357.540,332.129,357.541,351.802,1.213,1.717,-64.010,-63.507,1.212,7.466,0.247,6.499,1,1,search,search
6.000,84.755,84.800,85.176,85.207,5943.335,5954.732,5943.317,6019.337,357.548,331.145,357.549,350.953,1.112,1.623,-65.445,-64.936,1.111,7.558,0.105,6.551,1,1,search,search
6.200,84.612,84.659,85.072,85.105,5943.128,5954.021,5943.110,6019.197,357.375,330.336,357.376,350.638,1.292,1.809,-66.435,-65.920,1.292,6.673,0.245,5.624,1,1,search,search
6.400,84.469,84.518,84.970,85.004,5942.969,5954.798,5942.951,6019.440,357.369,329.846,357.370,349.887,1.182,1.705,-66.081,-65.561,1.182,7.042,0.094,5.952,1,1,search,search
6.600,84.327,84.377,84.868,84.903,5942.736,5956.386,5942.718,6019.925,357.189,329.878,357.190,349.392,1.363,1.892,-66.377,-65.851,1.363,7.418,0.234,6.287,1,1,search,search
6.800,84.184,84.236,84.767,84.803,5942.514,5957.522,5942.496,6020.837,357.178,330.299,357.180,349.238,1.250,1.784,-66.519,-65.987,1.249,6.757,0.079,5.584,1,1,search,search
7.000,84.041,84.096,84.665,84.703,5942.203,5957.957,5942.185,6022.239,356.999,330.901,357.001,349.002,1.433,1.973,-65.999,-65.463,1.433,7.321,0.221,6.106,1,1,search,search
7.200,83.898,83.955,84.564,84.604,5941.896,5958.019,5941.877,6023.270,356.991,331.409,356.992,348.730,1.317,1.862,-65.684,-65.142,1.316,7.115,0.062,5.857,1,1,search,search
7.400,83.755,83.815,84.463,84.504,5941.494,5957.758,5941.476,6023.313,356.815,331.892,356.817,348.292,1.504,2.054,-65.412,-64.865,1.503,7.325,0.207,6.025,1,1,search,search
7.600,83.613,83.674,84.362,84.405,5941.095,5957.184,5941.076,6022.867,356.811,332.353,356.812,348.344,1.384,1.940,-65.170,-64.618,1.383,7.305,0.045,5.962,1,1,search,search
7.800,83.470,83.534,84.261,84.305,5940.527,5956.340,5940.508,6022.617,356.862,332.769,356.864,348.170,1.416,1.977,-64.946,-64.389,1.415,7.483,0.034,6.097,1,1,search,search
8.000,83.327,83.393,84.161,84.206,5939.956,5955.466,5939.937,6022.718,356.737,332.982,356.739,348.214,1.588,2.155,-64.646,-64.084,1.587,7.395,0.164,5.966,1,1,search,search
8.200,83.185,83.253,84.060,84.107,5939.595,5954.749,5939.576,6022.902,356.755,333.299,356.756,348.112,1.519,2.092,-64.592,-64.025,1.519,7.585,0.052,6.113,1,1,search,search
8.400,83.042,83.113,83.959,84.007,5939.435,5954.142,5939.416,6023.169,356.605,333.448,356.606,348.179,1.698,2.276,-64.348,-63.776,1.697,7.486,0.187,5.971,1,1,search,search
8.600,82.899,82.972,83.858,83.908,5939.471,5953.662,5939.452,6023.368,356.618,333.766,356.620,348.064,1.581,2.164,-64.421,-63.843,1.580,7.674,0.026,6.115,1,1,search,search
8.800,82.757,82.832,83.758,83.809,5939.497,5953.050,5939.478,6023.671,356.441,334.102,356.443,347.830,1.758,2.347,-64.350,-63.767,1.757,7.436,0.160,5.833,1,1,search,search
9.000,82.614,82.692,83.657,83.710,5939.565,5952.365,5939.546,6024.196,356.431,334.444,356.433,347.769,1.645,2.239,-64.301,-63.712,1.644,7.550,0.003,5.904,1,1,search,search
9.200,82.472,82.551,83.557,83.611,5939.554,5951.770,5939.535,6025.005,356.250,334.565,356.251,347.465,1.825,2.426,-64.130,-63.537,1.824,7.570,0.140,5.879,1,1,search,search
9.400,82.329,82.411,83.456,83.512,5939.554,5951.353,5939.535,6026.012,356.238,334.807,356.240,347.479,1.710,2.315,-64.219,-63.620,1.709,7.428,0.020,5.693,1,1,search,search
9.600,82.187,82.271,83.356,83.413,5939.461,5951.058,5939.442,6026.974,356.058,334.897,356.060,347.301,1.894,2.505,-64.072,-63.468,1.893,7.629,0.121,5.850,1,1,search,search
9.800,82.045,82.131,83.256,83.314,5939.372,5950.961,5939.353,6027.949,356.049,335.113,356.051,347.344,1.777,2.393,-64.177,-63.568,1.775,7.541,0.042,5.716,1,1,search,search
10.000,81.902,81.991,83.156,83.216,5939.187,5950.995,5939.168,6028.826,355.874,335.181,355.875,347.162,1.965,2.587,-64.047,-63.432,1.964,7.736,0.102,5.867,1,1,search,search
10.200,81.760,81.851,83.055,83.117,5939.002,5951.233,5938.983,6029.691,355.869,335.379,355.871,346.994,1.846,2.473,-64.160,-63.540,1.844,7.372,0.062,5.458,1,1,search,lock_on
10.400,81.618,81.711,82.955,83.018,5938.648,5951.607,5938.629,6030.266,355.921,335.429,355.923,346.904,1.881,2.514,-64.039,-63.414,1.880,7.526,0.071,5.566,0,0,lock_on,lock_on
10.600,81.475,81.571,82.855,82.919,5938.269,5952.140,5938.251,6030.679,355.805,335.643,355.806,346.752,2.064,2.702,-64.185,-63.556,2.063,7.580,0.067,5.575,0,0,lock_on,lock_on
10.800,81.333,81.432,82.755,82.821,5937.972,5952.629,5937.954,6031.110,355.820,335.670,355.822,346.457,1.963,2.607,-64.068,-63.434,1.962,7.290,0.080,5.240,0,0,lock_on,lock_on
11.000,81.191,81.292,82.655,82.722,5937.615,5953.139,5937.597,6031.616,355.656,335.862,355.658,346.335,2.145,2.793,-64.217,-63.578,2.143,7.333,0.056,5.237,0,0,lock_on,lock_on
11.200,81.049,81.152,82.555,82.624,5937.385,5953.547,5937.367,6032.296,355.586,335.883,355.312,346.033,2.165,2.819,-64.100,-63.455,1.996,7.085,0.136,4.943,0,0,lock_on,lock_on
11.400,80.907,81.012,82.455,82.525,5937.580,5953.952,5937.492,6033.113,355.288,336.070,354.944,345.894,2.336,2.996,-64.252,-63.603,2.030,7.281,0.147,5.094,0,0,lock_on,lock_on
11.600,80.765,80.873,82.355,82.426,5938.155,5954.242,5937.957,6034.084,355.268,336.091,354.731,345.994,2.197,2.861,-64.134,-63.479,2.222,7.259,0.001,5.025,0,0,lock_on,lock_on
11.800,80.623,80.733,82.255,82.328,5938.804,5954.524,5938.647,6035.014,355.087,336.278,354.538,345.846,2.372,3.042,-64.289,-63.630,1.853,7.467,0.417,5.187,0,0,lock_on,lock_on
12.000,80.481,80.594,82.155,82.229,5939.532,5954.625,5939.181,6035.915,355.075,336.512,354.542,345.765,2.249,2.924,-64.308,-63.644,1.952,7.251,0.363,4.925,0,0,lock_on,attack_maneuver
12.200,80.339,80.454,82.055,82.131,5940.196,5954.695,5939.888,6036.182,354.887,336.569,354.266,345.456,2.435,3.115,-64.215,-63.546,1.838,7.410,0.524,5.037,0,0,lock_on,attack_maneuver
12.400,80.198,80.315,81.956,82.032,5940.873,5954.941,5940.825,6035.407,354.868,336.761,354.226,345.223,2.316,3.001,-64.347,-63.673,1.715,6.919,0.693,4.499,0,0,lock_on,attack_maneuver
12.600,80.056,80.176,81.856,81.934,5941.388,5955.334,5941.755,6033.069,354.903,336.789,353.999,345.490,2.351,3.042,-64.235,-63.557,1.922,6.915,0.533,4.448,0,0,lock_on,attack_maneuver
12.800,79.914,80.036,81.756,81.836,5941.811,5955.892,5942.719,6029.185,354.986,336.982,353.993,345.600,2.378,3.075,-64.382,-63.698,1.842,8.130,0.659,5.617,0,0,lock_on,attack_maneuver
13.000,79.772,79.897,81.657,81.738,5942.287,5956.410,5943.599,6024.100,354.857,336.986,353.760,345.221,2.544,3.246,-64.273,-63.584,2.038,8.883,0.510,6.322,1,1,lock_on,attack_maneuver
