Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,44538.062,-0.007,5940.763,44538.142,545.016,5940.986,89.073,89.075,89.075,89.073,5940.775,5940.790,5940.763,5940.986,365.339,365.676,365.339,364.767,0.011,0.362,-0.730,-0.379,0.011,0.881,0.348,0.521,0,0,lock_on,lock_on
0.200,44465.055,-0.031,5941.213,44465.394,545.482,5943.239,88.927,88.929,88.929,88.928,5941.226,5941.388,5941.213,5943.239,364.728,365.443,364.728,363.076,0.215,0.566,-1.875,-1.523,0.215,3.024,0.145,2.664,0,0,lock_on,lock_on
0.400,44392.160,-0.058,5941.703,44393.138,547.412,5947.531,88.782,88.784,88.783,88.782,5941.716,5942.836,5941.703,5947.531,364.276,364.779,364.276,361.045,0.145,0.498,-4.569,-4.216,0.145,5.015,0.216,4.654,0,0,lock_on,lock_on
0.600,44319.366,-0.084,5942.123,44321.452,551.545,5953.062,88.636,88.640,88.638,88.638,5942.136,5945.334,5942.123,5953.062,363.658,363.686,363.658,359.175,0.333,0.689,-7.116,-6.759,0.333,8.687,0.030,8.323,1,1,lock_on,lock_on
0.800,44246.685,-0.093,5942.562,44250.285,558.122,5958.893,88.491,88.496,88.493,88.494,5942.575,5948.413,5942.562,5958.893,363.213,362.346,363.213,358.107,0.244,0.606,-9.873,-9.512,0.244,10.418,0.122,10.052,1,1,lock_on,lock_on
1.000,44174.102,-0.087,5942.920,44179.339,565.863,5964.611,88.346,88.353,88.348,88.351,5942.933,5951.672,5942.920,5964.611,362.608,360.855,362.609,357.950,0.426,0.793,-12.509,-12.142,0.426,5.020,0.054,4.648,1,1,lock_on,lock_on
1.200,44101.628,-0.050,5943.293,44108.330,573.175,5970.205,88.201,88.209,88.204,88.209,5943.306,5954.775,5943.293,5970.205,362.184,359.382,362.184,358.070,0.325,0.697,-15.014,-14.642,0.325,2.922,0.054,2.544,1,1,lock_on,lock_on
1.400,44029.248,0.013,5943.583,44037.182,579.663,5975.404,88.056,88.066,88.061,88.067,5943.597,5957.413,5943.583,5975.404,361.605,357.673,361.606,358.237,0.504,0.881,-17.419,-17.042,0.504,0.936,0.117,0.549,1,1,lock_on,lock_on
1.600,43956.972,0.117,5943.887,43965.940,585.386,5979.997,87.911,87.922,87.920,87.926,5943.900,5959.563,5943.887,5979.997,361.214,355.844,361.215,357.779,0.395,0.776,-19.616,-19.234,0.395,1.463,0.003,1.065,1,1,lock_on,lock_on
1.800,43884.781,0.255,5944.105,43894.894,591.434,5984.692,87.767,87.779,87.779,87.787,5944.118,5961.503,5944.105,5984.692,360.676,354.055,360.676,356.729,0.575,0.961,-21.759,-21.374,0.575,9.101,0.165,8.691,1,1,lock_on,lock_on
