Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.200,44538.060,-0.005,5940.801,44538.106,544.996,5940.796,89.073,89.075,89.075,89.073,5941.022,5940.643,5940.801,5940.796,364.767,365.563,365.468,365.324,0.530,0.881,-0.559,-0.208,0.350,0.343,0.710,0.016,1,1,attack_maneuver,lock_on
0.400,44464.950,-0.065,5941.185,44465.100,544.973,5941.521,88.928,88.929,88.929,88.927,5943.276,5940.182,5941.185,5941.521,363.214,364.918,365.674,364.730,2.670,3.021,-1.068,-0.717,0.799,0.549,1.159,0.188,1,1,attack_maneuver,lock_on
0.600,44391.800,-0.262,5941.360,44392.211,544.942,5942.500,88.782,88.784,88.783,88.782,5947.571,5939.777,5941.360,5942.500,361.188,364.536,365.796,364.270,4.659,5.011,-5.685,-5.333,1.182,0.481,1.544,0.119,1,1,attack_maneuver,lock_on
0.800,44318.634,-0.742,5941.314,44319.423,544.906,5943.693,88.637,88.640,88.637,88.636,5953.113,5940.327,5941.314,5943.693,359.306,363.469,365.888,363.661,8.402,8.755,-5.318,-4.966,1.537,0.676,1.904,0.309,1,1,attack_maneuver,lock_on
1.000,44245.446,-1.466,5940.933,44246.752,544.886,5945.093,88.493,88.496,88.491,88.491,5958.933,5941.618,5940.933,5945.093,357.863,362.052,366.053,363.221,12.178,12.532,-8.880,-8.526,1.809,0.587,2.183,0.213,1,1,attack_maneuver,lock_on
1.200,44172.222,-2.356,5940.174,44174.182,544.881,5946.492,88.349,88.353,88.346,88.346,5964.519,5943.635,5940.174,5946.492,356.502,360.528,366.290,362.598,15.089,15.443,-10.929,-10.574,1.720,0.777,2.104,0.393,1,1,attack_maneuver,lock_on
1.400,44098.953,-3.372,5939.005,44101.726,544.908,5947.942,88.206,88.211,88.202,88.202,5969.960,5946.155,5939.005,5947.942,354.852,359.046,366.572,362.153,17.276,17.632,-13.366,-13.010,1.152,0.683,1.550,0.285,1,1,attack_maneuver,lock_on
1.600,44025.635,-4.439,5937.370,44029.367,544.960,5949.321,88.063,88.069,88.058,88.059,5975.500,5948.919,5937.370,5949.321,352.901,357.553,366.862,361.548,19.349,19.706,-15.752,-15.395,0.364,0.873,0.779,0.457,1,1,attack_maneuver,lock_on
1.800,43952.272,-5.417,5935.262,43957.118,545.054,5950.719,87.922,87.929,87.914,87.917,5980.940,5951.648,5935.262,5950.719,350.838,356.094,367.134,361.130,21.770,22.129,-18.112,-17.754,0.227,0.774,0.209,0.338,1,1,attack_maneuver,lock_on
2.000,43878.866,-6.180,5932.801,43884.958,545.182,5952.033,87.782,87.790,87.772,87.776,5985.468,5954.057,5932.801,5952.033,349.430,354.690,367.377,360.565,24.528,24.887,-20.430,-20.070,0.400,0.968,0.060,0.508,1,1,attack_maneuver,lock_on
2.200,43805.417,-6.732,5930.174,43812.900,545.360,5953.357,87.642,87.652,87.630,87.635,5988.719,5955.867,5930.174,5953.357,348.283,353.089,367.606,360.195,26.839,27.200,-22.710,-22.349,0.216,0.867,0.271,0.380,1,1,attack_maneuver,lock_on
2.400,43731.922,-7.219,5927.495,43740.921,545.577,5954.593,87.504,87.515,87.490,87.496,5990.766,5957.075,5927.495,5954.593,346.949,351.418,367.851,359.688,28.758,29.120,-24.874,-24.512,0.177,1.066,0.695,0.549,1,1,attack_maneuver,lock_on
2.600,43658.377,-7.800,5924.734,43669.030,545.851,5955.836,87.366,87.379,87.350,87.358,5991.824,5957.939,5924.734,5955.836,345.583,350.045,368.151,359.388,30.654,31.018,-27.050,-26.687,0.702,0.964,1.253,0.413,1,1,attack_maneuver,lock_on
2.800,43584.773,-8.547,5921.781,43597.204,546.169,5956.988,87.230,87.245,87.212,87.221,5992.208,5958.442,5921.781,5956.988,344.493,348.837,368.539,358.960,32.629,32.993,-29.229,-28.864,1.279,1.169,1.867,0.582,1,1,attack_maneuver,lock_on
3.000,43511.094,-9.448,5918.550,43525.449,546.551,5958.144,87.095,87.112,87.075,87.086,5992.443,5958.376,5918.550,5958.144,343.426,347.463,369.030,358.748,34.421,34.787,-31.406,-31.040,1.686,1.068,2.313,0.440,1,1,attack_maneuver,lock_on
3.200,43437.324,-10.485,5914.994,43453.740,546.980,5959.206,86.961,86.980,86.939,86.952,5993.204,5957.805,5914.994,5959.206,342.238,345.808,369.616,358.419,36.160,36.527,-33.550,-33.182,1.635,1.279,2.305,0.610,1,1,attack_maneuver,lock_on
3.400,43363.450,-11.645,5911.052,43382.082,547.480,5960.269,86.828,86.850,86.805,86.820,5994.937,5957.345,5911.052,5960.269,340.565,344.279,370.275,358.314,37.915,38.284,-35.632,-35.263,1.065,1.178,1.781,0.463,1,1,attack_maneuver,lock_on
