Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.200,44538.098,0.010,5940.948,44538.106,544.996,5940.796,89.074,89.075,89.075,89.073,5941.022,5940.643,5940.948,5940.796,364.767,365.563,364.907,365.324,0.530,0.881,-0.559,-0.208,0.329,0.343,0.031,0.016,1,1,attack_maneuver,coordination
0.400,44465.216,0.188,5942.122,44465.100,544.973,5941.521,88.928,88.929,88.929,88.927,5943.276,5940.182,5942.122,5941.521,363.214,364.918,364.114,364.730,2.670,3.021,-1.068,-0.717,0.275,0.549,0.085,0.188,1,1,attack_maneuver,lock_on
0.600,44392.479,0.583,5943.626,44392.211,544.942,5942.500,88.783,88.784,88.784,88.782,5947.571,5939.777,5943.626,5942.500,361.188,364.536,363.316,364.270,4.660,5.011,-5.684,-5.333,0.713,0.481,0.351,0.119,1,1,attack_maneuver,lock_on
0.800,44319.951,1.393,5945.650,44319.423,544.906,5943.693,88.639,88.640,88.638,88.636,5953.113,5940.327,5945.650,5943.693,359.306,363.469,362.404,363.661,8.403,8.755,-5.317,-4.966,1.338,0.676,0.971,0.309,1,1,attack_maneuver,lock_on
1.000,44247.645,2.793,5948.366,44246.752,544.886,5945.093,88.495,88.496,88.494,88.491,5958.933,5941.618,5948.366,5945.093,357.863,362.052,361.113,363.221,12.181,12.532,-8.877,-8.526,3.262,0.587,2.888,0.213,1,1,attack_maneuver,lock_on
1.200,44175.790,5.622,5952.612,44174.182,544.881,5946.492,88.353,88.353,88.350,88.346,5964.519,5943.635,5952.612,5946.492,356.502,360.528,359.218,362.598,15.094,15.443,-10.924,-10.574,6.448,0.777,6.063,0.393,1,1,attack_maneuver,lock_on
1.400,44104.554,10.806,5958.144,44101.726,544.908,5947.942,88.211,88.211,88.207,88.202,5969.960,5946.155,5958.144,5947.942,354.852,359.046,357.227,362.153,17.285,17.632,-13.357,-13.010,9.754,0.683,9.356,0.285,1,1,attack_maneuver,lock_on
1.600,44033.980,18.642,5963.965,44029.367,544.960,5949.321,88.072,88.069,88.066,88.059,5975.500,5948.919,5963.965,5949.321,352.901,357.553,355.346,361.548,19.364,19.706,-15.737,-15.395,13.271,0.873,12.856,0.457,1,1,attack_maneuver,lock_on
1.800,43964.057,28.934,5969.559,43957.118,545.054,5950.719,87.934,87.929,87.926,87.917,5980.940,5951.648,5969.559,5950.719,350.838,356.094,353.677,361.130,21.792,22.129,-18.090,-17.754,16.089,0.774,15.653,0.338,1,1,attack_maneuver,lock_on
2.000,43894.879,41.570,5975.220,43884.958,545.182,5952.033,87.798,87.790,87.787,87.776,5985.468,5954.057,5975.220,5952.033,349.430,354.690,351.804,360.565,24.559,24.887,-20.399,-20.070,17.941,0.968,17.481,0.508,1,1,attack_maneuver,lock_on
