步数,AO(角度偏差),TA(目标角度),距离(m),奖励,动作_ego,动作_enm
180,0.980895043,19.72540586,1737.921399,0.00458733,"[[16, 37, 33, 2]]","[[31, 12, 35, 26]]"
181,1.725100208,18.09613641,1744.74191,0.00587498,"[[36, 24, 33, 3]]","[[0, 12, 35, 26]]"
182,3.049709981,16.03069257,1752.429024,0.008174303,"[[36, 6, 7, 3]]","[[0, 12, 35, 26]]"
183,4.144267037,13.3975811,1761.009666,0.010070779,"[[36, 6, 37, 2]]","[[0, 12, 27, 26]]"
184,4.741975899,10.6402631,1770.273898,0.011099136,"[[32, 12, 37, 2]]","[[0, 12, 27, 26]]"
185,5.036520086,8.170412862,1779.82078,0.01159808,"[[32, 14, 37, 1]]","[[0, 12, 35, 26]]"
186,4.875144985,6.55637023,1789.257601,0.011301627,"[[25, 14, 37, 1]]","[[21, 12, 35, 26]]"
187,4.543625304,5.58270443,1798.514763,0.010708649,"[[25, 14, 37, 1]]","[[31, 12, 35, 7]]"
188,4.318192259,4.878434297,1807.664538,0.010301138,"[[25, 14, 37, 1]]","[[31, 12, 35, 7]]"
189,3.770072756,4.03399436,1816.828226,0.009330553,"[[0, 14, 37, 1]]","[[31, 12, 35, 7]]"
190,2.596978974,2.783118999,1826.015461,0.007269287,"[[0, 30, 37, 1]]","[[31, 12, 35, 7]]"
191,1.16126885,1.669837053,1835.347383,0.004749593,"[[0, 30, 37, 1]]","[[31, 25, 35, 7]]"
192,0.517846972,1.144244948,1844.902147,0.003612516,"[[16, 37, 37, 1]]","[[31, 12, 35, 7]]"
193,0.868539473,0.593512355,1854.693092,0.004210298,"[[16, 30, 37, 1]]","[[31, 12, 35, 26]]"
194,1.402662531,0.023802342,1864.925768,0.005127743,"[[16, 30, 37, 2]]","[[27, 12, 35, 26]]"
195,2.049947611,0.541624374,1875.801831,0.00624194,"[[16, 37, 37, 2]]","[[10, 12, 35, 26]]"
196,2.858173751,1.26853812,1887.521174,0.007636028,"[[18, 20, 38, 0]]","[[10, 12, 27, 26]]"
197,3.641239034,2.392398811,1900.075948,0.008985251,"[[25, 6, 38, 8]]","[[10, 6, 14, 26]]"
198,4.119234927,4.025993729,1913.208013,0.009801468,"[[25, 5, 38, 8]]","[[10, 6, 14, 26]]"
199,3.657365421,5.870656633,1926.588089,0.008977222,"[[18, 5, 38, 8]]","[[12, 6, 14, 26]]"
200,2.799054715,7.83115895,1939.904154,0.007461391,"[[37, 30, 1, 17]]","[[12, 6, 14, 26]]"
201,2.582661021,9.720085361,1952.909293,0.007066566,"[[34, 31, 1, 17]]","[[12, 6, 35, 26]]"
202,2.897658433,11.35008224,1965.364323,0.007600132,"[[34, 30, 38, 17]]","[[12, 7, 12, 26]]"
203,3.167726451,12.6411242,1977.187117,0.008056292,"[[18, 17, 33, 2]]","[[12, 7, 12, 26]]"
204,2.732148859,13.53020473,1988.429354,0.007281783,"[[18, 17, 33, 2]]","[[12, 7, 12, 26]]"
205,2.028742779,14.00242638,1998.984927,0.006040843,"[[18, 17, 33, 17]]","[[2, 7, 12, 26]]"
206,1.373483372,13.54066072,2008.611819,0.004885223,"[[18, 23, 37, 17]]","[[2, 7, 35, 12]]"
207,0.88707385,12.45323785,2017.573558,0.004025233,"[[18, 23, 37, 22]]","[[2, 25, 35, 26]]"
208,0.687891365,12.09588745,2026.163695,0.003667097,"[[18, 30, 6, 22]]","[[2, 25, 36, 1]]"
209,0.717804128,12.33948763,2034.336277,0.003709401,"[[18, 23, 6, 22]]","[[11, 24, 9, 6]]"
210,0.826162234,12.32057138,2042.179067,0.003889092,"[[18, 23, 6, 10]]","[[11, 24, 9, 20]]"
211,0.949347433,12.22210828,2049.922933,0.004094851,"[[18, 23, 6, 0]]","[[11, 24, 9, 20]]"
212,0.956252968,12.17503012,2057.63246,0.004097773,"[[18, 4, 38, 8]]","[[19, 24, 9, 20]]"
213,0.550127524,12.07010932,2065.207845,0.003380046,"[[18, 4, 38, 8]]","[[19, 10, 24, 20]]"
214,0.313668317,11.66045976,2072.827699,0.002958455,"[[18, 31, 1, 8]]","[[19, 10, 24, 20]]"
215,1.170137661,11.00211869,2080.880725,0.00444395,"[[18, 40, 1, 17]]","[[19, 10, 24, 20]]"
216,1.667758424,10.23605283,2089.571083,0.005302479,"[[18, 40, 1, 17]]","[[19, 10, 24, 20]]"
217,1.817575671,9.446545912,2099.004756,0.005553215,"[[18, 40, 1, 17]]","[[19, 10, 24, 20]]"
218,1.719120715,8.677883962,2109.273841,0.005369792,"[[18, 40, 1, 17]]","[[19, 10, 24, 20]]"
219,1.424055592,7.952823632,2120.448356,0.004842326,"[[18, 40, 1, 17]]","[[19, 10, 24, 20]]"
220,0.990746374,7.283474274,2132.613388,0.004072621,"[[18, 40, 1, 17]]","[[19, 10, 24, 20]]"
221,0.47731942,6.675813151,2145.83021,0.003162095,"[[18, 40, 1, 17]]","[[19, 10, 24, 20]]"
222,0.013146837,6.132157268,2160.13406,0.002336546,"[[18, 4, 1, 17]]","[[19, 10, 24, 20]]"
223,0.312412003,5.652671095,2175.438724,0.002842593,"[[25, 5, 1, 8]]","[[19, 10, 20, 20]]"
224,0.12554725,5.225558667,2191.396397,0.002499731,"[[18, 5, 1, 8]]","[[19, 10, 20, 20]]"
225,0.640195763,4.824877453,2207.673658,0.003381154,"[[18, 5, 1, 8]]","[[19, 6, 20, 20]]"
226,1.484461178,4.445261463,2224.136628,0.004837927,"[[18, 40, 1, 17]]","[[19, 6, 20, 20]]"
227,2.061435155,4.112392691,2240.783276,0.00582825,"[[18, 40, 1, 17]]","[[19, 6, 20, 20]]"
228,2.34610229,3.841509611,2257.634173,0.006308448,"[[18, 40, 1, 17]]","[[19, 6, 20, 20]]"
229,2.433884329,3.738902598,2274.747088,0.00644501,"[[18, 34, 1, 17]]","[[1, 6, 20, 20]]"
230,2.458482671,4.396745812,2292.132737,0.006471285,"[[18, 5, 1, 17]]","[[1, 6, 20, 20]]"
231,2.614212072,5.895888247,2309.613796,0.006726588,"[[18, 5, 1, 2]]","[[1, 6, 20, 20]]"
232,2.908922833,7.509964612,2326.764837,0.007225011,"[[18, 31, 1, 17]]","[[2, 6, 20, 21]]"
233,3.220045826,8.829893826,2343.224557,0.007752942,"[[18, 40, 27, 17]]","[[2, 6, 12, 1]]"
234,3.464950495,9.487315875,2358.908962,0.008166205,"[[4, 40, 27, 17]]","[[2, 6, 12, 1]]"
235,3.499818973,9.254817514,2373.988254,0.00821361,"[[4, 5, 27, 2]]","[[2, 6, 12, 1]]"
236,3.294601364,8.324687176,2388.657333,0.007842514,"[[35, 3, 27, 17]]","[[2, 35, 12, 1]]"
237,2.995542836,8.307385488,2402.78827,0.007308259,"[[35, 3, 27, 17]]","[[2, 35, 12, 1]]"
238,2.54097463,9.000808783,2416.111705,0.006503422,"[[0, 40, 27, 17]]","[[19, 24, 9, 1]]"
239,2.310625161,9.384318959,2428.736829,0.006090638,"[[31, 40, 27, 17]]","[[19, 24, 9, 20]]"
240,2.45100133,9.66983917,2440.960521,0.006325339,"[[0, 40, 27, 17]]","[[19, 24, 9, 20]]"
241,2.414342906,9.930098171,2452.925894,0.006251375,"[[0, 3, 27, 17]]","[[19, 24, 9, 20]]"
242,2.100590255,10.17696273,2464.685873,0.005694055,"[[35, 3, 27, 17]]","[[19, 24, 9, 20]]"
243,1.744383746,10.41675248,2476.064443,0.005063042,"[[35, 3, 27, 17]]","[[19, 24, 9, 20]]"
244,1.624248219,10.65044087,2486.925886,0.004844554,"[[31, 40, 27, 17]]","[[19, 24, 9, 20]]"
245,1.761419366,10.87426037,2497.35216,0.005075576,"[[31, 40, 27, 17]]","[[19, 24, 9, 20]]"
246,1.888520387,11.08696167,2507.434856,0.005289365,"[[4, 40, 27, 17]]","[[19, 24, 9, 20]]"
247,2.010415054,11.29009887,2517.315612,0.00549429,"[[4, 40, 27, 9]]","[[19, 24, 9, 20]]"
248,2.127953151,11.48371784,2527.172519,0.005691692,"[[4, 31, 27, 2]]","[[19, 24, 9, 20]]"
249,2.133083948,11.66992389,2537.209267,0.005692827,"[[4, 5, 27, 2]]","[[19, 24, 9, 20]]"
250,1.972275541,11.85066311,2547.334892,0.005404336,"[[4, 5, 27, 9]]","[[19, 24, 9, 20]]"
251,1.52321576,12.03090334,2557.136033,0.004613061,"[[32, 14, 27, 17]]","[[19, 24, 9, 20]]"
252,1.484945058,12.20939318,2566.5097,0.00453913,"[[32, 40, 27, 17]]","[[19, 24, 9, 20]]"
253,1.654179352,12.37924497,2575.596094,0.004827632,"[[4, 40, 27, 17]]","[[19, 24, 9, 20]]"
254,1.790875459,12.25602966,2584.576351,0.005059472,"[[4, 31, 27, 9]]","[[19, 10, 9, 20]]"
255,1.863787296,11.22847532,2593.923133,0.005179762,"[[4, 5, 27, 9]]","[[19, 10, 9, 20]]"
256,1.636884159,9.734095496,2603.930096,0.004776339,"[[4, 5, 27, 9]]","[[19, 10, 9, 20]]"
257,0.910328851,8.097236422,2614.295609,0.003500653,"[[32, 3, 27, 17]]","[[19, 10, 9, 20]]"
258,0.360370605,6.45038411,2624.819304,0.002533133,"[[32, 40, 27, 17]]","[[19, 10, 9, 20]]"
259,0.298371992,4.840965511,2635.541682,0.002417181,"[[31, 40, 27, 17]]","[[19, 10, 9, 20]]"
260,0.201681016,3.287538783,2646.571212,0.002240523,"[[4, 40, 27, 17]]","[[19, 10, 9, 20]]"
261,0.045171898,1.801006523,2658.033661,0.001959222,"[[4, 31, 27, 9]]","[[19, 10, 9, 20]]"
262,0.166317781,0.385268175,2670.08072,0.002162181,"[[4, 31, 27, 2]]","[[19, 10, 9, 20]]"
263,0.395743051,0.957368384,2682.903697,0.00255366,"[[38, 5, 1, 9]]","[[19, 10, 9, 20]]"
264,0.564095541,2.236343302,2696.391975,0.002838175,"[[20, 5, 4, 9]]","[[19, 10, 24, 20]]"
265,0.613399193,3.664188392,2710.013646,0.002914912,"[[17, 3, 4, 8]]","[[1, 6, 24, 20]]"
266,0.606654638,4.64107686,2723.476967,0.002894027,"[[28, 10, 8, 8]]","[[1, 25, 24, 20]]"
267,0.494482819,4.530847103,2736.678769,0.0026894,"[[27, 37, 8, 8]]","[[1, 25, 24, 20]]"
268,0.402087932,3.907342437,2749.582038,0.002519573,"[[25, 10, 30, 8]]","[[1, 12, 35, 20]]"
269,0.146550862,2.30132129,2762.362905,0.002065169,"[[18, 10, 30, 8]]","[[1, 12, 35, 26]]"
