Time,Agent,X,Y,Z,Heading,Altitude,Velocity,Phase,Status
0.0,A0100,-44535.35077404643,0.006380160870321561,5940.666703890896,359.9695247566827,6095.868652016017,365.40818916101557,NLT_MELD,ALIVE
0.0,A0200,-44535.30839376713,558.5273063068162,5940.642628543599,359.9695247566827,6095.868652016017,365.4081891610154,NLT_MELD,ALIVE
0.0,B0100,44538.04802726229,-0.0063863243431114824,5940.654140163402,179.96951719942703,6095.8686418637935,365.40823312103385,NLT_MELD,ALIVE
0.0,B0200,44538.08937993291,544.9971612122044,5940.630648575869,179.9695171994271,6095.8686418637935,365.40823312103396,NLT_MELD,ALIVE
0.2,A0100,-44462.21967258566,-0.1465812773203652,5939.949289852102,359.12578972046015,6094.641963412884,365.36671161995446,NLT_MELD,ALIVE
0.2,A0200,-44462.1773163663,558.3631849765807,5939.925228171682,359.1257897204601,6094.641963412884,365.36671161995434,NLT_MELD,ALIVE
0.2,B0100,44464.91691357872,0.1465738926672202,5939.93669628381,179.12577841464292,6094.641923183236,365.36680318125946,NLT_MELD,ALIVE
0.2,B0200,44464.958290300136,545.1611576262912,5939.913191035674,179.12577841464298,6094.641923184371,365.3668031812597,NLT_MELD,ALIVE
0.4,A0100,-44389.06448585668,-1.0225026676416746,5937.828468278383,357.24894375765746,6092.012570759225,365.4550529086533,NLT_MELD,ALIVE
0.4,A0200,-44389.02226341826,557.4759790644639,5937.804482596108,357.2489437576573,6092.012570759225,365.4550529086532,NLT_MELD,ALIVE
0.4,B0100,44391.76170666638,1.0225350933887967,5937.815836763904,177.2489534226856,6092.0124921927545,365.4551974366823,NLT_MELD,ALIVE
0.4,B0200,44391.803217147964,546.0480376793803,5937.7922555272635,177.24895342268573,6092.0124921927545,365.4551974366823,NLT_MELD,ALIVE
0.6000000000000001,A0100,-44315.89681599182,-2.967731104406994,5934.885404413142,354.98276663109965,6088.56170673109,365.70294035091877,NLT_MELD,ALIVE
0.6000000000000001,A0200,-44315.854889616545,555.5193933424634,5934.861586916002,354.98276663109954,6088.5617067299545,365.70294035091865,NLT_MELD,ALIVE
0.6000000000000001,B0100,44318.59400867755,2.967868920528417,5934.872751683317,174.98281750565027,6088.561606402231,365.7031470672626,NLT_MELD,ALIVE
0.6000000000000001,B0200,44318.63581519696,548.0042213561719,5934.849002274859,174.98281750565044,6088.561606403366,365.7031470672626,NLT_MELD,ALIVE
0.8,A0100,-44242.68680124492,-5.982818168537051,5931.769866347036,353.3518183823157,6084.938918288327,366.06351674414964,NLT_MELD,ALIVE
0.8,A0200,-44242.6453332891,552.4929277144583,5931.746309269471,353.3518183823156,6084.938918288327,366.06351674414935,NLT_MELD,ALIVE
0.8,B0100,44245.383957928,5.983133795714821,5931.757232380376,173.3519359338461,6084.938836019093,366.06379649538275,NLT_MELD,ALIVE
0.8,B0200,44245.426222854694,551.0303276251616,5931.733222561408,173.3519359338462,6084.938836020228,366.06379649538275,NLT_MELD,ALIVE
1.0,A0100,-44169.39656520993,-9.729099846652389,5928.997165430283,353.14899852246134,6081.659245047498,366.46113885090364,NLT_MELD,ALIVE
1.0,A0200,-44169.355666634845,548.7352848655646,5928.973931804916,353.1489985224614,6081.659245046362,366.4611388509033,NLT_MELD,ALIVE
1.0,B0100,44172.09367863165,9.729664745094851,5928.984608130504,173.14921431005664,6081.6592385912245,366.4614944758826,NLT_MELD,ALIVE
1.0,B0200,44172.13651293919,554.7877416944284,5928.9602748581965,173.1492143100566,6081.6592385923595,366.46149447588266,NLT_MELD,ALIVE
1.2000000000000002,A0100,-44095.991466069005,-13.67565899606052,5926.7922327800825,354.5807245224343,6078.947376676566,366.87729313214857,NLT_MELD,ALIVE
1.2000000000000002,A0200,-44095.95116726457,544.7773960635714,5926.769339872933,354.5807245224344,6078.947376676566,366.87729313214834,NLT_MELD,ALIVE
1.2000000000000002,B0100,44098.68852912613,13.676534911604904,5926.7798264057565,174.58105507152834,6078.947520139602,366.8777117815697,NLT_MELD,ALIVE
1.2000000000000002,B0200,44098.73196322213,558.7455613633938,5926.755152402962,174.5810550715282,6078.947520140738,366.8777117815699,NLT_MELD,ALIVE
1.4000000000000001,A0100,-44022.44626515337,-17.30120675026774,5925.060317827349,357.22572796605266,6076.708394004491,367.348656198116,NLT_MELD,ALIVE
1.4000000000000001,A0200,-44022.4065174052,541.1405381699806,5925.037737962661,357.22572796605283,6076.708394003356,367.3486561981157,NLT_MELD,ALIVE
1.4000000000000001,B0100,44025.143270153254,17.302432163147387,5925.048138505335,177.22615429869234,6076.7087633587635,367.3491119785758,NLT_MELD,ALIVE
1.4000000000000001,B0200,44025.18725533592,562.3824701703998,5925.023151443893,177.22615429869222,6076.7087633598985,367.3491119785759,NLT_MELD,ALIVE
1.6,A0100,-43948.74982922584,-20.25343848249031,5923.47300208239,0.22400174163846462,6074.613813017482,367.92367998512924,NLT_MELD,ALIVE
1.6,A0200,-43948.71053035112,538.1769858038751,5923.450677216524,0.2240017416385486,6074.613813017482,367.9236799851287,NLT_MELD,ALIVE
1.6,B0100,43951.446767658,20.255031681297623,5923.461101014458,180.22446934197868,6074.614459302297,367.92414341859666,NLT_MELD,ALIVE
