Time_s,Agent_ID,Type,X_m,Y_m,Z_m,Heading_deg,Pitch_deg,Velocity_m_s,Tactical_Phase
1.0,A0200,F-16,-44245.810829948445,559.6193112217261,5934.768371376602,6.870174663072219,0.3668320855665384,357.9105471792788,NLT_MELD
1.0,B0100,F-16,44245.44583179216,-1.4655357479150553,5940.93268179999,181.81639842353562,-0.36625145668096987,366.053101287553,NLT_MELD
1.0,B0200,F-16,44245.486966403536,543.5824398178083,5940.909314088418,181.8163984235357,-0.3662514566809965,366.05310128755303,NLT_MELD
1.2000000000000002,A0100,F-16,-44177.00256476504,-22.383664183911606,5963.8811898030035,344.43012188037875,5.458878995374126,356.2750020308947,NLT_MELD
1.2000000000000002,A0200,F-16,-44174.60275232797,563.404424514818,5933.86714383119,9.441256968466924,1.337327600412779,355.2167126076968,NLT_MELD
1.2000000000000002,B0100,F-16,44172.22195025372,-2.356416350674408,5940.173801172907,181.73249425542724,-1.2625776172623464,366.2904454020548,NLT_MELD
1.2000000000000002,B0200,F-16,44172.262950507895,542.7026059325508,5940.150509786854,181.73249425542733,-1.2625776172623588,366.290445402055,NLT_MELD
1.4000000000000001,A0100,F-16,-44106.84919688916,-33.64178757990885,5967.644957024753,341.9904278305736,3.256599913965292,355.2543703719851,NLT_MELD
1.4000000000000001,A0200,F-16,-44104.11061649178,569.4998649528861,5933.460018576776,11.596531987060784,1.7826744909427166,352.3787250661929,NLT_MELD
1.4000000000000001,B0100,F-16,44098.952596145624,-3.3717851990932104,5939.005242343035,181.1715235211374,-2.002615254223673,366.57208255661266,NLT_MELD
1.4000000000000001,B0200,F-16,44098.993443146275,541.6982553847138,5938.982038017097,181.1715235211375,-2.002615254223682,366.57208255661277,NLT_MELD
1.6,A0100,F-16,-44037.27357998959,-47.1226144598113,5970.296133825726,340.27911048544564,2.3058861025877304,353.876271676409,NLT_MELD
1.6,A0200,F-16,-44034.434669212766,577.976874133732,5933.35812108348,13.721268078899488,1.8979048091978412,349.5662270028125,NLT_MELD
1.6,B0100,F-16,44025.6351765049,-4.4392064315234165,5937.36978017275,180.39219266644645,-2.2485721494163586,366.8622092384048,NLT_MELD
1.6,B0200,F-16,44025.67586235096,540.6418194996495,5937.346667395359,180.3921926664465,-2.2485721494163724,366.8622092384049,NLT_MELD
1.8,A0100,F-16,-43968.52433859796,-63.110669147241424,5972.329407688932,338.7154796997614,2.3578665846375246,352.3118990338176,NLT_MELD
1.8,A0200,F-16,-43965.52795478234,588.8669126515488,5933.339031982332,15.855569606213777,1.7074023805296044,348.1640849729858,NLT_MELD
1.8,B0100,F-16,43952.2720596986,-5.417422988390172,5935.262009209193,179.8119366457458,-2.010342879971243,367.13357576650367,NLT_MELD
1.8,B0200,F-16,43952.3125979258,539.6745545029044,5935.238980290986,179.81193664574587,-2.010342879971256,367.13357576650367,NLT_MELD
2.0,A0100,F-16,-43900.68860199375,-81.49337467724399,5974.462696594957,337.09263633355636,3.3464940610577014,350.90319770429284,NLT_MELD
2.0,A0200,F-16,-43897.347276708126,602.2502399613659,5933.191989195733,18.01445693211957,1.5107759091438788,346.6368272292227,NLT_MELD
2.0,B0100,F-16,43878.86583207392,-6.179822187050377,5932.800934741226,179.65138390690828,-1.5826605205993667,367.37721981468525,NLT_MELD
2.0,B0200,F-16,43878.90625543237,538.9230829473472,5932.777971077554,179.65138390690836,-1.5826605205993667,367.3772198146853,NLT_MELD
2.2,A0100,F-16,-43833.8078060201,-101.95066664826663,5977.395497226069,335.45097259634974,4.905557388169361,349.05473411573007,NLT_MELD
2.2,A0200,F-16,-43830.09463240292,618.3224751940143,5933.019963829152,20.080553202609394,1.7074116306020184,344.8046120456084,NLT_MELD
2.2,B0100,F-16,43805.41655016639,-6.732339790003607,5930.173754381871,179.84983644597418,-1.2445893709455724,367.605919813373,NLT_MELD
2.2,B0200,F-16,43805.45689050459,538.3814851977331,5930.150837880265,179.8498364459742,-1.2445893709455573,367.60591981337313,NLT_MELD
2.4000000000000004,A0100,F-16,-43768.128676002605,-124.51879559880763,5981.588526046282,333.80110587940675,6.264680627017778,346.65078773386085,NLT_MELD
2.4000000000000004,A0200,F-16,-43763.91579895352,637.0404796890216,5933.443293128306,21.945904093962383,2.776395467346426,343.06907580638324,NLT_MELD
2.4000000000000004,B0100,F-16,43731.92188405253,-7.21869121151758,5927.494924803319,180.25862987453866,-1.099378878913297,367.8508185703404,NLT_MELD
2.4000000000000004,B0200,F-16,43731.96215141583,537.9060560647904,5927.4720497583,180.25862987453868,-1.0993788789132928,367.85081857034044,NLT_MELD
2.6,A0100,F-16,-43703.94703537216,-149.54091774109838,5986.792074883884,331.8439166599145,7.273991594505812,344.36086481146936,NLT_MELD
2.6,A0200,F-16,-43698.66241326797,657.7212000458312,5935.135857130288,23.57469677527154,4.605762088796076,341.7818241157773,NLT_MELD
2.6,B0100,F-16,43658.37706293358,-7.800406365742674,5924.734055039327,180.8004377790117,-1.1772046612559555,368.1510006318171,NLT_MELD
2.6,B0200,F-16,43658.41724284711,537.3352637379794,5924.711229670545,180.8004377790118,-1.1772046612559357,368.15100063181706,NLT_MELD
2.8000000000000003,A0100,F-16,-43641.09749342067,-176.72158434488665,5992.588359994286,331.56224794691127,7.46375016077907,343.1133326417626,NLT_MELD
2.8000000000000003,A0200,F-16,-43634.21296028745,679.8811468759377,5938.297619008348,24.589680421625253,6.647334564277641,340.45326920328324,NLT_MELD
2.8000000000000003,B0100,F-16,43584.77275410785,-8.54746998842711,5921.780942605485,181.39630935534407,-1.567977423224847,368.53918847872427,NLT_MELD
